#label	id	bgsl_curator_meta
Internal Lewis x	https://glycosmos.org/glycans/show/G64227KZ	"{""keep"": true, ""suggested_class"": ""1A""}"
Dimeric Lewis x	https://glycosmos.org/glycans/show/G79535HZ	"{""keep"": true, ""suggested_class"": ""1A""}"
6-Sulfo Lewis x	https://glycosmos.org/glycans/show/G89307GT	"{""keep"": true, ""suggested_class"": ""1A""}"
Sialyl Lewis x-i	https://glycosmos.org/glycans/show/G06597DS	"{""keep"": true, ""suggested_class"": ""1A""}"
Lac	https://glycosmos.org/glycans/show/ G84224TW	"{""keep"": true, ""suggested_class"": ""3B""}"
6,6'-Sulfo LacNAc	https://glycosmos.org/glycans/show/G24270KX	"{""keep"": true, ""suggested_class"": ""1B""}"
1-3,1-4 beta Glucan	https://glycosmos.org/glycans/show/G46558JB	"{""keep"": true, ""suggested_class"": ""1C""}"
2-9,2-6 Disialyllactosylceramide	https://glycosmos.org/glycans/show/G30187JM	"{""keep"": true, ""suggested_class"": ""1A""}"
6,6'-Disulfo Sialyl Lewis x	https://glycosmos.org/glycans/show/G00659GQ	"{""keep"": true, ""suggested_class"": ""1A""}"
GalNAc	https://glycosmos.org/glycans/show/G39738WL	"{""keep"": true, ""suggested_class"": ""3B""}"
Neu5Ac	https://glycosmos.org/glycans/show/G76685HR	"{""keep"": true, ""suggested_class"": ""3B""}"
NeuAc	https://glycosmos.org/glycans/show/G76685HR	"{""keep"": true, ""suggested_class"": ""3B""}"
NeuNAc	https://glycosmos.org/glycans/show/G76685HR	"{""keep"": true, ""suggested_class"": ""3B""}"
