name	sequence	category	detail_url	bgsl_curator_meta
Lewis a LN	Gal a1-3 (Fuc a1-4) GlcNAc b1-3 Gal b1-4 GlcNAc b	Lewis antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2268	"{""keep"": true, ""suggested_class"": ""1A""}"
Lewis a triose	Gal b1-3 (Fuc a1-4) GlcNAc b	Lewis antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2270	"{""keep"": true, ""suggested_class"": ""1A""}"
Lewis b pentaose	Fuc a1-2 Gal b1-3 (Fuc a1-4) GlcNAc b1-3 Gal	Lewis antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2271	"{""keep"": true, ""suggested_class"": ""1A""}"
Lewis b tetraose	Fuc a1-2 Gal b1-3 (Fuc a1-4) GlcNAc b	Lewis antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2272	"{""keep"": true, ""suggested_class"": ""1A""}"
Lewis c	Gal b1-3 GlcNAc b	Lewis antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2273	"{""keep"": true, ""suggested_class"": ""1A""}"
Lewis X hexaose (also Lacto-N-neodifucohexaose, LeX-LeX)	Gal b1-4 (Fuc a1-3) GlcNAc b1-3 Gal b1-4 (Fuc a1-3) Glc	Lewis antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2274	"{""keep"": true, ""suggested_class"": ""1A"", ""preferred_label_override"": ""Lewis X hexaose""}"
Lewis x on Core 2	Gal b1-3 (Gal b1-4 (Fuc a1-3) GlcNAc b1-6) GalNAc a	Lewis antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2275	"{""keep"": true, ""suggested_class"": ""1A""}"
Lewis X tetraose [Gal-(Fuc)-GlcNAc-Gal]	Gal b1-4 (Fuc a1-3) GlcNAc b1-3 Gal b	Lewis antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2276	"{""keep"": true, ""suggested_class"": ""1A"", ""preferred_label_override"": ""Lewis X tetraose""}"
Lewis x triaose [SSEA-1]	Gal b1-4 (Fuc a1-3) GlcNAc b	Lewis antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2277	"{""keep"": true, ""suggested_class"": ""1A"", ""preferred_label_override"": ""Lewis x triaose"", ""notes"": ""Has related synonym SSEA-1.""}"
Lewis y Lewis x	Fuc a1-2 Gal b1-4 (Fuc a1-3) GlcNAc b1-4 Gal b1-4 (Fuc a1-3) GlcNAc b	Lewis antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2278	"{""keep"": true, ""suggested_class"": ""1A""}"
Lewis y pentaose	Fuc a1-2 Gal b1-4 (Fuc a1-3) GlcNAc b1-3 Gal	Lewis antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2279	"{""keep"": true, ""suggested_class"": ""1A""}"
Lewis y tetraose [Blood group H type 2]	Fuc a1-2 Gal b1-4 (Fuc a1-3) GlcNAc b	Lewis antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2280	"{""keep"": true, ""suggested_class"": ""1A"", ""preferred_label_override"": ""Lewis y tetraose"", ""notes"": ""Has related synonym Blood group H type 2.""}"
Sialyl Lewis X (sLeX) pentaose	Neu5Ac a2-3 Gal b1-4 (Fuc a1-3) GlcNAc b1-3 Gal	Lewis antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2282	"{""keep"": true, ""suggested_class"": ""1A""}"
SLex-Lex (SDLeX)	Neu5Ac a2-3 Gal b1-4 (Fuc a1-3) GlcNAc b1-3 Gal b1-4 (Fuc a1-3) GlcNAc b	Lewis antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2284	"{""keep"": true, ""suggested_class"": ""1A"", ""preferred_label_override"": ""Slex-Lex""}"
SLex-Lex-Lex	Neu5Ac a2-3 Gal b1-4 (Fuc a1-3)GlcNAc b1-3 Gal b1-4 (Fuc a1-3) GlcNAc b1-3 Gal b1-4 (Fuc a1-3) GlcNAc b	Lewis antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2285	"{""keep"": true, ""suggested_class"": ""1A""}"
tri-Lewis x	Gal b1-4 (Fuc a1-3) GlcNAc b1-4 Gal b1-4 (Fuc a1-3) GlcNAc b1-4 Gal b4 (Fuc a1-3) GlcNAc b	Lewis antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2286	"{""keep"": true, ""suggested_class"": ""1A""}"
Sialyl Lewis a tetraose (SLea)	Neu5Ac a2-3 Gal b1-3 (Fuc a1-4) GlcNAc	Lewis antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2784	"{""keep"": true, ""suggested_class"": ""1A"", ""preferred_label_override"": ""Sialyl Lewis a tetroase""}"
Sulfo Lewis X	Gal[3S] b1-4 (Fuc a1-3) GlcNAc	Lewis antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2790	"{""keep"": true, ""suggested_class"": ""1A""}"
Lewis X tetraose	Gal b1-4 (Fuc a1-3) GlcNAc b1-3 Gal b	Lewis antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2792	"{""keep"": true, ""suggested_class"": ""1A""}"
Tri - Lewis X	Gal b1-4 (Fuc a1-3) GlcNAc b1-4 Gal b1-4 (Fuc a1-3) GlcNAc b1-4 Gal b1-4 (Fuc a1-3) GlcNAc	Lewis antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2793	"{""keep"": true, ""suggested_class"": ""1A""}"
3' sulpho Lewis A	Gal[3S] b1-3 (Fuc a1-4) GlcNAc	Lewis antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2796	"{""keep"": true, ""suggested_class"": ""1A""}"
Gal b1-4 GalNAc b1-4 Gal b1-4 Glc b	Gal b1-4 GalNAc b1-4 Gal b1-4 Glc b	Miscellaneous	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2287	"{""keep"": true, ""suggested_class"": ""2A""}"
3'-KDN-Lewis c	KDN a2-3 Gal b1-4 GlcNAc b	Miscellaneous	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2289	"{""keep"": true, ""suggested_class"": ""1A""}"
3'-KDNLN	KDN a2-3 Gal b1-3 GlcNAc b	Miscellaneous	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2290	"{""keep"": true, ""suggested_class"": ""2A""}"
6P-Man3	Man [6P] a1-3 Man a1-3 Man a	Miscellaneous	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2291	"{""keep"": true, ""suggested_class"": ""2A""}"
deoxy Chitotetraose	GlcNAc b1-4 GlcNAc b1-4 GlcNAc b1-4 deoxy GlcNAc	Miscellaneous	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2292	"{""keep"": true, ""suggested_class"": ""2A""}"
deoxy Chitotriose	GlcNAc b1-4 GlcNAc b1-4 deoxy GlcNAc	Miscellaneous	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2293	"{""keep"": true, ""suggested_class"": ""2A""}"
Fuc-Gal-Xyl	Fuc a1-2 Gal b1-2 Xyl a	Miscellaneous	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2294	"{""keep"": true, ""suggested_class"": ""2A""}"
Gal a(1-3') LacNAc	Gal a1-3 Gal b1-4 GlcNAc b	Miscellaneous	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2295	"{""keep"": true, ""suggested_class"": ""1B""}"
Gal-GalNAc-(Neu5Ac)-Gal-Glc	Gal b1-3 GalNAc b1-4 (Neu5Ac a2-3) Gal b1-4 Glc b	Miscellaneous	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2296	"{""keep"": true, ""suggested_class"": ""2A""}"
Gal-GlcNAc-(Gal-GlcNAc)-Gal	Gal b1-4 GlcNAc b1-2 (Gal b1-4 GlcNAc b1-3) Gal b	Miscellaneous	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2297	"{""keep"": true, ""suggested_class"": ""2A""}"
GalNAc-(Fuc)-Gal-Glc	GalNAc a1-3 (Fuc a1-2) Gal b1-4 Glc b	Miscellaneous	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2298	"{""keep"": true, ""suggested_class"": ""2A""}"
GlcNAc b(1-3') LacNAc	GlcNAc b1-3 Gal b1-4 GlcNAc b	Miscellaneous	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2299	"{""keep"": true, ""suggested_class"": ""2A""}"
GlcNAc b(1-4,6) GalNAc	GlcNAc b1-4 (GlcNAc b1-6) GalNAc a	Miscellaneous	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2300	"{""keep"": true, ""suggested_class"": ""2A""}"
GlcNAc-(Fuc)-GlcNAc	GlcNAc b1-4 (Fuc a1-3) GlcNAc b	Miscellaneous	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2302	"{""keep"": true, ""suggested_class"": ""2A""}"
GlcNAc-Gal-Glc	GlcNAc b1-6 Gal b1-4 Glc b	Miscellaneous	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2303	"{""keep"": true, ""suggested_class"": ""2A""}"
GlcNAc-Man-(GlcNAc-Man)-Man	GlcNAc b1-2 Man a1-3 (GlcNAc b1-2 Man a1-6) Man a	Miscellaneous	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2304	"{""keep"": true, ""suggested_class"": ""2A""}"
Neu5Ac-Gal-(Fuc)-GlcNAc-OMe	Neu5Ac a2-3 Gal b1-4 (Fuc a1-3) GlcNAc b	Miscellaneous	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2305	"{""keep"": true, ""suggested_class"": ""2A""}"
Neu5Ac-Gal-(Neu5Ac)-GlcNAc	Neu5Ac a2-3 Gal b1-3 (Neu5Ac a2-6) GlcNAc b	Miscellaneous	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2306	"{""keep"": true, ""suggested_class"": ""2A""}"
Tk	GlcNAc b1-3 (GlcNAc b1-6) Gal b1-4 GlcNAc b	Miscellaneous	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2308	"{""keep"": true, ""suggested_class"": ""2A""}"
Gal b1-4 GalNAc b1-4 Gal b1-4 Glc	Gal b1-4 GalNAc b1-4 Gal b1-4 Glc	Miscellaneous	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2763	"{""keep"": true, ""suggested_class"": ""2A""}"
Galactosyl lactose	Gal b1-4 Glc b1-1 b Gal	Miscellaneous	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2764	"{""keep"": true, ""suggested_class"": ""3C""}"
Fucosylated A antigen type 5	GalNAc a1-3 (Fuc a1-2) Gal b1-4 (Fuc a1-2) Glc	Miscellaneous (Blood group-related oligosaccharides)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2309	"{""keep"": true, ""suggested_class"": ""1A""}"
Fucosylated B antigen type 5	Gal a1-3 (Fuc a1-2) Gal b1-4 (Fuc a1-2) Glc	Miscellaneous (Blood group-related oligosaccharides)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2310	"{""keep"": true, ""suggested_class"": ""1A""}"
Chitohexose	GlcNAc b1-4 GlcNAc b1-4 GlcNAc b1-4 GlcNAc b1-4 GlcNAc b1-4 GlcNAc b	Miscellaneous (Chitin oligosaccharides)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2311	"{""keep"": true, ""suggested_class"": ""2A""}"
Chitopentose	GlcNAc b1-4 GlcNAc b1-4 GlcNAc b1-4 GlcNAc b1-4 GlcNAc b	Miscellaneous (Chitin oligosaccharides)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2312	"{""keep"": true, ""suggested_class"": ""2A""}"
