bgsl_id	term	exact_synonyms	abbreviations	broad_synonyms	narrow_synonyms	related_synonyms	classification	gtc_id	gsd_id	glycomotif_id	sources	eog_sentence
GSD:3348a526-ad88-47ed-8d59-b877b23e2896	Kojibiose						3B				PUBDICT_GLYCONAVI_NAME	
GSD:7248cb2b-d67d-4cc9-b5ac-d86e533148a8	L-Fucitol						3B				PUBDICT_GLYCONAVI_NAME	
GSD:f03eb04d-6095-48b1-b74d-87c9f9a7c872	Lac						3B	G84224TW			PUBDICT_GLYCOSMOS; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	The LacNAc units can sometimes be repeated, giving extended poly-N-acetyllactosamines (sometimes incorrectly called “polylactosamines”) (Chapter 14).
GSD:67c366a0-b8ae-409e-9d4b-4b02e82ea141	lactose						3B	G15541SE			PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCOSMOS; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	However, even these diets do not prevent unexplained long-term complications, which include speech and learning disabilities and ovarian failure in females with galactosemia.
GSD:1bc0d796-2195-4bb2-9c56-4dcd203988c2	Lactotetraose	Lacto-N-tetraose	LNT				3B	G45827GY			SUGARBIND; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	This disaccharide is a substrate for an N-acetylgalactosaminyltransferase (B3GALNT2) that adds β1-3GalNAc to the GlcNAc.
GSD:da56b843-c377-413e-8914-be1407f5539a	Laminarabiose						3B				PUBDICT_GLYCONAVI_NAME	
GSD:a7a00ed8-2bc9-49fb-b180-e28af27185b2	Levoglucosan						3B				PUBDICT_GLYCONAVI_NAME	
GSD:d1dd1a2b-2019-428d-9826-368e97c12370	Lyxose						3B				PUBDICT_GLYCONAVI_NAME	
GSD:6f054150-f668-4f6c-8535-0c7f04a6db4b	maltose						3B	G44653LT			PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCOSMOS; PUBDICT_GLYCONAVI_NAME	
GSD:442f66ee-7976-4c6d-a43e-1c62a05cc3ae	Mannosamine						3B				PUBDICT_GLYCONAVI_NAME	Mannosamine acts as a metabolic inhibitor that inhibits GPI anchor formation both in Trypanosoma brucei and in mammalian cells by the formation of ManNH2-Man-GlcNH2-PI.
GSD:df0149f4-cb5f-47bf-a72d-a5ba117bc023	Mannose	mannosylation	Man		Alpha-linked mannose		3B	G70323CJ			SUGARBIND; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCONAVI_NAME	W, tryptophan; S, serine; T, threonine; X, (more...) O-Mannose α-linked to protein was first identified in yeast in the 1950s (Chapter 23).
GSD:b2d19b21-c741-4f41-9282-beb1aace552f	Mannotriose						3B	G17780OR; G47395XN; G28528AG			SUGARBIND	
GSD:20de8d28-539e-5869-9718-cf9c103f2fc6	Manα1-3Man disaccharide						3B				EOG_VARKI_4E	
GSD:f1397bc9-975f-4e5b-989a-57cbce56c9c0	melibiose						3B	G66481II; G86123DJ			PUBDICTIONARIES-GLYCAN-IMAGE; SUGARBIND; PUBDICT_GLYCOSMOS; PUBDICT_GLYCONAVI_NAME	
GSD:eeb70c60-8300-4a44-b121-a00225f0c353	Muramic acid						3B				PUBDICT_GLYCONAVI_NAME	It usually consists of N-acetyl-L-talosaminuronic acid linked via a β1-3 linkage to N-acetyl-D-glucosamine, unlike murein, which contains alternating N–acetylmuramic acids linked via β1-4 linkage to GlcNAc.
GSD:fdd9b60c-fa0e-4821-b69e-c43ed6ba5466	Mycaminose						3B				PUBDICT_GLYCONAVI_NAME	
GSD:76291622-a6af-4316-a757-6d72de87943d	Mycarose						3B				PUBDICT_GLYCONAVI_NAME	
GSD:a54be935-54ee-4e8a-9301-fe0f00961b71	Mycinose						3B				PUBDICT_GLYCONAVI_NAME	
GSD:6f864822-3ec0-4123-b6e7-7a120d0f6a4a	Mycosamine						3B				PUBDICT_GLYCONAVI_NAME	
GSD:bcfcb92d-7efe-4eb7-b324-88a3ce4ae60a	N-acetyl-D-galactosamine		GalNAc				3B	G61418DU			SUGARBIND; PUBDICT_GLYCAN_MOTIF	An alternative is a chain composed of LacdiNAc glycan units [-3GalNAcβ1-4GlcNAcβ1-]n generated by the action of a β1-4GalNAc-transferase.
GSD:49f72104-7b21-45a7-8769-b9c0366888b4	N-acetylgalactosamine		GalNAc				3B	G27025MB			SUGARBIND; PUBDICT_GLYCAN_MOTIF	An alternative is a chain composed of LacdiNAc glycan units [-3GalNAcβ1-4GlcNAcβ1-]n generated by the action of a β1-4GalNAc-transferase.
GSD:f376fe67-f636-4898-939e-23a2139e3e58	N-acetylglucosamine	GlcNAcylation	GlcNAc				3B	G64581RP			SUGARBIND; PUBDICT_GLYCAN_MOTIF	N-acetylglucosamine N-deacetylase/N-sulfotransferases (NDST1-4) act on a subset of N-acetylglucosamine residues to generate N-sulfated glucosamine (GlcNSO3) units, many of which occur in clusters along the chain.
GSD:529776fa-63d3-4754-bc9c-feb2b107e99d	N-acetylneuraminic acid		NANA; NeuAc	Sialic Acid			3B	G81533KY; G50850NI			SUGARBIND; PUBDICT_GLYCAN_MOTIF	Although 5-N-acetylneuraminic acid (Neu5Ac, sometimes called “NANA”) is the most common sialic acid (Sia) in humans, the Sia family is comprised of related structures (Figure 15.1) that vary at the C-5 carbon, including 5-N-glycolylneuraminic acid (Neu5Gc) and 3-deoxy-D-glycero-D-galacto-non-2-ulosonic acid (also known as 3-deoxy-nonulosonic acid, 2-keto-3-deoxy-nononic acid, or Kdn) with a hydrox...
GSD:141bca9f-bae8-4eb6-a1e8-a3e61748955f	Neu5Ac						3B	G81533KY; G76685HR			PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	The evolutionary advantage of excluding Neu5Gc from this vital organ is unknown but may relate to selection pressure by unknown pathogens and/or selective roles of Neu5Ac in optimal brain development and function.
GSD:22e03cd4-2541-4c82-b29d-f7f869d5b1ce	NeuAc						3B	G76685HR			PUBDICT_GLYCOSMOS	
GSD:eebc53c2-1a42-47ba-a5d4-97bf40c52583	NeuGca2-3I						3B	G72494BI			SUGARBIND	
GSD:04f67be4-dc8c-4210-9d56-37b9976627d9	NeuNAc						3B	G76685HR			PUBDICT_GLYCOSMOS	
GSD:81acd674-e1c0-4ced-a409-319680aecf10	Neuraminic acid						3B				PUBDICT_GLYCONAVI_NAME	Chemical structure of sialic acid (Neu5Ac, 2-deoxy-2,3-dehydro-N-acetyl neuraminic acid), DANA; 4-amino-DANA; 4-guanidino-DANA (Relenza, zanamivir); (3R, 4R, 5S)-4-acetamido-5-amino-3-(1-ethylpropoxyl)-1-cyclohexane-1-carboxylic (more...) A visual inspection of the X-ray structure of influenza neuraminidase with DANA bound showed that two glutamate residues lined a pocket near carbon 4 of the sial...
GSD:582076e4-cb5f-41c6-b1d7-caa01f5f174e	Nigerose						3B				PUBDICT_GLYCONAVI_NAME	
GSD:58db99db-8d7c-400d-9254-37d4058c83ec	Nojirimycin						3B				PUBDICT_GLYCONAVI_NAME	N-Butylation of deoxynojirimycin makes this glucosidase inhibitor an inhibitor of glycolipid biosynthesis, which is discussed in more detail further below.
GSD:751847ea-e198-4922-9c6a-4b85a85f0d50	Noviose						3B				PUBDICT_GLYCONAVI_NAME	
GSD:929ed22f-b4a5-54aa-9c0d-8000b75e4a33	O-acetylated sialic acids	O-acetylated Sias	O-Ac-SA				3B				EOG_VARKI_4E	
GSD:3a5c03e8-e8e4-50e5-9148-03bd2d061521	O-linked Glc-Gal disaccharide	O-Linked Glc-Gal					3B				EOG_VARKI_4E	O-Linked Glc-Gal disaccharides are added to hydroxylysine residues and play an important role in collagen fibril formation.
GSD:e45f8adc-acb8-496d-a180-1936245d7519	O-Mannose						3B	G23707SD; G70323CJ		GlycoMotif:GGM.001019	GLYCOMOTIF_GGM; PUBDICT_GLYCAN_MOTIF	W, tryptophan; S, serine; T, threonine; X, (more...) O-Mannose α-linked to protein was first identified in yeast in the 1950s (Chapter 23).
GSD:2da4fdfa-7041-482c-854c-e16809860245	Oleandrose						3B				PUBDICT_GLYCONAVI_NAME	
GSD:8d7f339e-041d-5fb1-a248-0b53939bc648	oligogalacturonides						3B				EOG_VARKI_4E	
GSD:4128c067-002f-552f-80b1-b1ba152cce73	oligoglucosides						3B				EOG_VARKI_4E	
GSD:3e1e0df5-e61b-439c-888e-159f8b15b30c	panose						3B	G44612JM			PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCOSMOS; PUBDICT_GLYCONAVI_NAME	
GSD:ab661c7c-c32d-4cac-924f-389fb01a795f	Paratose						3B				PUBDICT_GLYCONAVI_NAME	
GSD:04fc54b6-4e7e-4e4b-af84-58ba42cdcaa8	Perosamine						3B				PUBDICT_GLYCONAVI_NAME	
GSD:397e8bba-855e-4053-8375-ab36e390b65e	Planteose						3B				PUBDICT_GLYCONAVI_NAME	
GSD:b3dc50a8-5251-44a8-be44-9cf72d3a61d3	Pneumosamine						3B				PUBDICT_GLYCONAVI_NAME	
GSD:d1150611-0657-467a-9f8a-a372b238dbd9	primeverose						3B	G82276DL			PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCOSMOS; PUBDICT_GLYCONAVI_NAME	
GSD:49857596-eee7-4047-be55-36e910223557	Psicose						3B				PUBDICT_GLYCONAVI_NAME	
GSD:c22f3cb6-f319-4441-9117-735b63a41b04	Purpurosamine C						3B				PUBDICT_GLYCONAVI_NAME	
GSD:7deb4a67-0408-4d42-a7e9-d24f972902f6	Quinovosamine						3B				PUBDICT_GLYCONAVI_NAME	
GSD:10d9b320-25e8-4945-893f-83ccd078a1ad	Quinovose						3B				PUBDICT_GLYCONAVI_NAME	
GSD:42b2100b-1a04-4e56-9969-95bbd691dde2	Rhamnitol						3B				PUBDICT_GLYCONAVI_NAME	
GSD:c3115db4-8cce-4a02-8be6-5c55377f8272	Rhamnosamine						3B				PUBDICT_GLYCONAVI_NAME	
GSD:4eeef486-48bb-49fa-8a2a-a8008c5f8b9b	Rhamnose						3B				PUBDICT_GLYCONAVI_NAME	Bacterial saccharides consist of diverse monosaccharides (Chapter 2) including 6-deoxy-hexoses like L-rhamnose or L-fucose as well as rare sugars that are often found at the terminal position of the oligosaccharide–lipid acceptors.
GSD:72457f64-d3e7-45b7-93e5-85dbf7a23b04	Rhodinose						3B				PUBDICT_GLYCONAVI_NAME	
GSD:9d7bb73d-dd5a-45d6-8c87-901922ff03a4	Rhodosamine						3B				PUBDICT_GLYCONAVI_NAME	
GSD:7e63c329-d407-4f0b-9804-0d98022538f4	Ribose						3B				PUBDICT_GLYCONAVI_NAME	Deoxygenation of ribose within a ribonucleotide to form the 2-deoxyribonucleotide is a critical reaction in DNA biosynthesis.
GSD:e5fa46fd-1ab7-4c38-aef1-cce432057c13	Ribulose						3B				PUBDICT_GLYCONAVI_NAME	
GSD:96b18e29-d61a-476c-8eba-cd516f73c7ed	rutinose						3B	G68857PG			PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCOSMOS; PUBDICT_GLYCONAVI_NAME	
GSD:36c260fd-5dd6-427c-81aa-25aaae52bab1	Sai2-3Gal						3B	G77824XV; G30207PZ			SUGARBIND	
GSD:8c1da32d-8461-4e05-8550-1e10ab90e081	Sarmentose						3B				PUBDICT_GLYCONAVI_NAME	
GSD:ddd2df0f-408b-4b9b-8697-c764a6428fed	Sedoheptulosan						3B				PUBDICT_GLYCONAVI_NAME	
GSD:af7f0477-7484-4a93-a6ae-92d1a953d4ff	Sedoheptulose						3B				PUBDICT_GLYCONAVI_NAME	
GSD:4e5b0601-d0df-4a2a-ac36-56e2629494f1	Sialic Acid	sialylation					3B	G81533KY			PUBDICT_GLYCAN_MOTIF	Sialic acids (Sias) and other nonulosonic acids (NulOs).
GSD:87c161ab-20ae-4e64-9314-dac32091a62f	Solatriose						3B				PUBDICT_GLYCONAVI_NAME	
GSD:f36218ae-3b06-43dd-b7b4-419b9df73d72	Sophorose						3B				PUBDICT_GLYCONAVI_NAME	
GSD:d0ec6505-274e-4db9-ac03-78e157bdeba7	Sorbose						3B				PUBDICT_GLYCONAVI_NAME	
GSD:22183771-ddc6-44f4-b6a8-0223dbb7f8e7	Streptose						3B				PUBDICT_GLYCONAVI_NAME	
GSD:f71b9af9-624e-4ab4-ab01-2bf4efb6a378	Sucrose						3B				PUBDICT_GLYCONAVI_NAME	Sucrose is the dominant transport carbohydrate for distributing the energy obtained by photosynthesis throughout the plant, in particular to nonphotosynthetic organs such as roots.
GSD:fc967f3f-3e32-4fa6-b059-b05516e4dadf	Tagatose						3B				PUBDICT_GLYCONAVI_NAME	
GSD:5e611276-c9a8-4d5e-8dda-90422d66969d	Talose						3B				PUBDICT_GLYCONAVI_NAME	
GSD:567728f2-b090-4f20-bb25-70278f447965	Threose						3B				PUBDICT_GLYCONAVI_NAME	
GSD:d53603d6-74a6-4386-a824-a4ec8f8e9816	Trehalosamine						3B				PUBDICT_GLYCONAVI_NAME	
GSD:8f6f52f5-f365-4726-857c-5743b000683b	Turanose						3B				PUBDICT_GLYCONAVI_NAME	
GSD:3dada771-bcb9-4542-bbd9-8309f734acbd	Tyvelose						3B				PUBDICT_GLYCONAVI_NAME	
GSD:236a974e-745d-4805-9ff2-29ee14fd44b6	Xylose						3B				PUBDICT_GLYCONAVI_NAME	Biosynthesis of UDP-xylose and the branched sugar donor UDP-apiose from UDP-GlcA.
GSD:b301b0d9-2ac9-589a-9cd1-4539be294d96	xyloside						3B				EOG_VARKI_4E	In general, cells incubated with xylosides secrete large amounts of individual glycosaminoglycan chains and accumulate proteoglycans containing truncated chains.
GSD:b5e6a592-ae99-4bba-aef0-d9c50bcbb6ed	Xylulose						3B				PUBDICT_GLYCONAVI_NAME	
GSD:bc380415-df64-4f88-b60b-cd29ecd3b4e3	α,α-Trehalose						3B				PUBDICT_GLYCONAVI_NAME	
GSD:b1e943e8-3b74-5ca0-b624-b7035cb5867d	β-D-xyloside						3B				EOG_VARKI_4E	The success of β-D-xylosides in altering proteoglycan biosynthesis suggested that other glycosides might function similarly (Figure 55.5).
GSD:c17a3f6f-2bab-4362-b68c-42d759b26d7e	β-linked lactose						3B	G84224TW			PUBDICTIONARIES-GLYCAN-IMAGE	
GSD:abba1fe0-a3ff-43b1-bbb6-9f87436b4f41	As-Fibrinogen						3C				BIOOLIGO	
GSD:bc2640fd-a8f4-4eb6-a034-d48e26dd8837	asialo-, agalacto-N-glycan from porcine fibrinogen						3C				BIOOLIGO	
GSD:f2dab9ed-ecb3-569f-ab8a-93c8083d549d	Aspergillus fumigatus GPI oligosaccharide						3C				EOG_VARKI_4E	
