bgsl_id	term	exact_synonyms	abbreviations	broad_synonyms	narrow_synonyms	related_synonyms	classification	gtc_id	gsd_id	glycomotif_id	sources	eog_sentence
GSD:94a1a0ae-aa30-4394-b86e-4caeafd20bd2	GM3(NeuGc)						1A				PUBDICT_GLYCONAVI_NAME	
GSD:15331070-8cdb-43d9-a119-dd63f1a73802	GM4				Glycosphingolipid Ganglio series	Sialylated GalCer	1A	G30207PZ; G77824XV	GSD000094	GlycoMotif:GGM.000089; GlycoMotif:GDV.000113; GlycoMotif:CCRC.000089	GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:66f89a52-b76d-4714-a2f2-a92114ca054c	GP1c						1A	G93805MV; G26203DP; G04433GV; G77608BK	GSD000095	GlycoMotif:GGM.000118; GlycoMotif:GDV.000095; GlycoMotif:CCRC.000118	GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:25ea9545-d230-400a-9ed9-3264ba737bef	GP1c-alpha	GP1calpha; GP1ca; GP1cα	GP1ca				1A	G04433GV; G16999RL; G00552RX		GlycoMotif:GGM.000119; GlycoMotif:CCRC.000119	GLYCOMOTIF_GGM; GLYCOMOTIF_CCRC; CUMMINGS; PUBDICT_GLYCAN_MOTIF	
GSD:97d60327-996a-4148-a72d-adbe95a8d843	GPI anchor core	GPI anchor; GPI glycan					1A	G00045MO; G46392BZ		GlycoMotif:GGM.001030	PUBDICT_GLYCAN_MOTIF; BIOOLIGO; GLYCOMOTIF_GGM; PUBDICT_MOTIF_GTC; EOG_VARKI_4E	
GSD:5882c5a8-fec1-46c6-b5f9-d3eb0dc6abca	GQ1a-alpha	GQ1aalpha; GQ1aa; GQ1aα					1A	G90598GO; G26199BG		GlycoMotif:GGM.000114; GlycoMotif:GDV.000121; GlycoMotif:CCRC.000114	GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; CUMMINGS	
GSD:2f4047e2-bc8c-577d-9c8c-ed2e04227c65	GQ1b	ganglioside GQ1b			Glycosphingolipid Ganglio series	NeuAc-GQ1b	1A	G18625KA; G17077FL	GSD000096	GlycoMotif:GGM.000115; GlycoMotif:GDV.000124; GlycoMotif:CCRC.000115	EOG_VARKI_4E; GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; SUGARBIND; GLYCOEPITOPE; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
GSD:a54d603d-774a-475d-b233-2f4722607df0	GQ1b alpha	GQ1balpha; GQ1ba; GQ1bα					1A	G54733XO; G49791FJ	GSD000097	GlycoMotif:GGM.000116; GlycoMotif:GDV.000091; GlycoMotif:CCRC.000116	GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS; CUMMINGS	
GSD:3dab600a-ad2a-4f3c-a67f-0d60eb50a913	GQ1c						1A	G99524KA; G54442GQ	GSD000098	GlycoMotif:GGM.000117; GlycoMotif:GDV.000101; GlycoMotif:CCRC.000117	GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:46f92e98-3896-4147-a653-1b8161ebcbf8	GQ2						1A				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
GSD:e5e9762a-3708-4f4d-a675-4a469995e3ca	GT1a				Glycosphingolipid Ganglio series		1A	G68110IF; G93468NI	GSD000099	GlycoMotif:GGM.000110; GlycoMotif:GDV.000123; GlycoMotif:CCRC.000110	GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; BIOOLIGO; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:cda84801-eca6-4e11-bd98-80867a9e6212	GT1a alpha	GT1aa; GT1aalpha					1A	G02149VR; G17486WU	GSD000100	GlycoMotif:GGM.000111; GlycoMotif:GDV.000094; GlycoMotif:CCRC.000111	GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:926d7349-2069-5615-b469-3b6c845ce149	GT1b	ganglioside GT1b			Glycosphingolipid Ganglio series		1A	G40183QN; G05952XV	GSD000101	GlycoMotif:GGM.000112; GlycoMotif:GDV.000100; GlycoMotif:CCRC.000112	EOG_VARKI_4E; GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; BIOOLIGO; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
GSD:3b3e1c65-614e-57dc-aa07-85a170fcf39a	GT1c	ganglioside GT1c			Glycosphingolipid Ganglio series		1A	G78818SP; G50762GU	GSD000102	GlycoMotif:GGM.000113; GlycoMotif:GDV.000032; GlycoMotif:CCRC.000113	EOG_VARKI_4E; GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; BIOOLIGO; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:1e1a61c1-7758-46f5-b5b7-ff3b534a79ea	GT2						1A	G36476BA; G35228ZS	GSD000103	GlycoMotif:GGM.000109; GlycoMotif:GDV.000072; GlycoMotif:CCRC.000109	GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; BIOOLIGO; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
GSD:0faf2439-6ae7-4f74-84c4-9008692b7086	GT3				Glycosphingolipid Ganglio series		1A	G93899SO; G33570YF	GSD000104	GlycoMotif:GGM.000092; GlycoMotif:GDV.000128; GlycoMotif:CCRC.000092	GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; BIOOLIGO; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
GSD:047b452e-badb-4c80-9187-62fed4a27b26	H type 1						1A	G50899UD			SUGARBIND; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
GSD:e0a2c159-4b4b-4f20-85a5-0db1828f834e	H2						1A				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	For any D sugar, the conversion of a Fischer projection into a Haworth projection proceeds as follows: (1) any groups (atoms) that are directed to the right in the Fischer structure are given a downward orientation in the Haworth structure, (2) any groups (atoms) that are directed to the left in the Fischer structure are given an upward orientation in the Haworth structure, and (3) the terminal —C...
GSD:bce10ca5-6d50-43fe-9aa4-e9a8016d5ab4	H5 type 1						1A	G00050MO			SUGARBIND	
GSD:928fc0f5-5bfb-5be8-9eb6-dd405155d720	heparan sulfate	Heparan sulphate; Heparatan sulfate; Heparitin sulfate	HS		N-Acetylheparan sulfate	Heparan N-sulfate; Heparin monosulfate; Heparin sulfate; Heparitin monosulfate	1A	G17927IW	GSD000106		EOG_VARKI_4E; GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE	Heparan sulfate also can contain anticoagulant activity, but typical preparations from cells or tissues are much less active than heparin.
GSD:6048df8d-01b1-53ec-93b6-3b712d0b5eeb	heparan sulfate backbone				heparan sulfate		1A				EOG_VARKI_4E	
GSD:1b759e1d-9070-5800-9001-ee81290ddc26	heparin				bemiparin; certoparin; Cy 222; enoxaparin; fluxum; parnaparin; reviparin; sandoparin	Heparinic acid	1A	G00021MO; G54161DR	GSD000107		EOG_VARKI_4E; GSD_GLYGEN_V0; PUBDICT_GLYCAN_MOTIF; PUBDICT_MOTIF_GTC	Heparin (a highly sulfated form of HS; Chapter 17) is a therapeutic agent extracted from porcine intestines or bovine lungs.
GSD:059af24a-04af-4571-bece-fedf9e4e3976	Heparin decasaccharide						1A				BIOOLIGO	
GSD:54c295a9-b652-4ac2-984f-0e82e1bd162c	Heparin heptasaccharide						1A				BIOOLIGO	
GSD:c48178c5-17f0-4fd4-bd34-5ad6eae65ad3	Heparin hexasaccharide						1A				BIOOLIGO	
GSD:56de2988-f0d7-4e2c-ac18-1c1953978a94	Heparin nonasaccharide						1A				BIOOLIGO	
GSD:1513e789-622d-4ab0-9ce5-36270f962ceb	Heparin octasaccharide						1A				BIOOLIGO	
GSD:da8b2e0c-0aa4-45f3-9e32-7b46bb1a3ba7	Heparin pentasaccharide						1A				BIOOLIGO	Arixtra, a synthetic heparin pentasaccharide that binds antithrombin exactly as isolated heparin is used to prevent deep-vein thrombosis and pulmonary embolism and has gained market share in recent years even though it is more costly.
GSD:c1fa446f-e0b7-44d6-a0fb-32345cc51446	Heparin tetrasaccharide						1A				BIOOLIGO	
GSD:2c667052-86a8-42d0-be98-ee21c9c1f4c7	HNK-1 antigen	HNK-1; Human Natural Killer-1 carbohydrate; HNK-1 carbohydrate epitope					1A	G53277CD; G54406UD; G89591DK		GlycoMotif:GGM.000058; GlycoMotif:GDV.000081; GlycoMotif:CCRC.000058	CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; EOG_VARKI_4E; GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCOSMOS	The HNK-1 antigen is a terminally sulfated glycan that was first described on human natural killer cells, and is also called CD57.
GSD:ab54f042-6804-40f2-a3d7-3537cd13565e	HNK-1 on O-mannose						1A	G06898ZN; G60606QD; G82061CN		GlycoMotif:GGM.000059; GlycoMotif:GDV.000079; GlycoMotif:CCRC.000059	CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
GSD:e64024ca-b41d-4a98-be92-61596bf025a3	HNK-expressing SGLPG						1A	G10503MP; G43040ZY		GlycoMotif:GDV.000080; GlycoMotif:CCRC.000129	CUMMINGS; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
GSD:6811049f-c1fb-5111-bcf3-360ba4f8e672	hyaluronan		HA				1A	G29086KO; G00017MO	GSD000183		EOG_VARKI_4E; GSD_GLYGEN_V0; PUBDICT_GLYCAN_MOTIF	Hyaluronan chains occupy a large hydrodynamic volume such that in a solution containing 3–5 mg/mL hyaluronan, individual molecules occupy essentially all of the solvent.
GSD:8b66416a-ee49-4b36-a2cd-b5ebc1451fd6	Hyluronan						1A	G00017MO			PUBDICT_MOTIF_GTC	
GSD:d09ee5db-281c-40b1-95c3-53f11f4aef41	I antigen	I Antigen Like					1A	G56045WU; G46055MA; G26929DQ; G96238FJ	GSD000112	GlycoMotif:GGM.000003; GlycoMotif:CCRC.000004	EOG_VARKI_4E; GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; GLYCOMOTIF_GDV	The development of antibodies against the I antigen is often associated with a Mycoplasma pneumoniae infection, whereas anti-i antibodies occur most commonly in the setting of infectious mononucleosis.
GSD:4fc55ea7-72c4-4dd2-80f8-5501b1c81743	i antigen				Type 2 LN2		1A	G46055MA; G56045WU; G00058MO; G26929DQ		GlycoMotif:GGM.000004; GlycoMotif:GGM.000002; GlycoMotif:GDV.000040	PUBDICT_GLYCOSMOS; PUBDICT_GLYCAN_MOTIF; EOG_VARKI_4E; GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE	
GSD:b587c37f-6e48-40a3-9ffc-b125d1a289b6	II3Neu5GcGg4Cer, GM1						1A	G24034CH			SUGARBIND	
GSD:44b4754d-f421-42a9-a833-92db0ff00ea0	II3Neu5GcGg4Cer, GM1(Gc)						1A	G24034CH			PUBDICT_GLYCAN_MOTIF	
GSD:717c84df-b90a-49b8-91d3-2c3aba72c881	Internal Blood Group H						1A	G82749ZI			PUBDICT_GLYCAN_MOTIF	
GSD:2dfb4ba3-af6c-41f5-9792-9789ba8f60ba	internal Lewis x						1A	G64227KZ			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:633ac980-2249-4dcb-925b-d2d5342ac673	Isoglobopentaose	Isoglobopentaose (iGB5)	iGB5		Glycosphingolipid Isoglobo series		1A				BIOOLIGO	
GSD:e0c82481-c093-4c49-a100-015f5f128086	Isoglobotetraose	isoglobotetraosylceramide	iGb4		Glycosphingolipid Isoglobo series		1A	G57710SU; G19926LY; G32862WC		GlycoMotif:GGM.000071; GlycoMotif:GDV.000064; GlycoMotif:CCRC.000071	BIOOLIGO; PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCOSMOS; GSD_GLYGEN_V0; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
GSD:d9aa7fb1-12b1-4a92-8e9a-38382ba774de	Isoglobotriaosylceramide		IGb3		Glycosphingolipid Isoglobo series	Isoglobotri	1A	G78074HX			SUGARBIND; PUBDICT_GLYCAN_MOTIF	
GSD:7b856b41-1677-461c-99d7-e25aeddf8ecf	Isoglobotriose		iGb3		Glycosphingolipid Isoglobo series		1A	G78074HX			BIOOLIGO; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV; PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCOSMOS	
GSD:55518b88-605c-5d07-a328-555ccbea84d0	keratan sulfate	Kerato sulphate; Kerato sulfate; Keratan sulphate	KS	keratan	kerato 6'-sulfate; keratan 6'-sulfate; Kerato 6'-sulphate; Keratan 6'-sulphate		1A	G82109MW; G00020MO	GSD000114		EOG_VARKI_4E; GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS; PUBDICT_MOTIF_GTC	Keratan sulfate is a sulfated poly-N-acetyllactosamine chain present on a limited number of proteins as an N-linked or O-linked chain.
GSD:3fda8660-e983-5497-aba6-bb4d277e8486	keratan sulfate type I	N-linked KS; corneal-type KS	KS-I				1A				EOG_VARKI_4E	The N-glycan corneal-type KS (type I) is probably degraded by the same set of enzymes used for N-glycan degradation.
GSD:cfd82c73-ecd9-5aed-afd2-2a8504110238	keratan sulfate type II	skeletal-type KS	KS-II				1A				EOG_VARKI_4E	
GSD:8b378e99-6047-495c-b1a4-ce5f5644df88	Lacto-N-fucopentaose I						1A				BIOOLIGO	
GSD:7aae12f4-6597-4309-a3e9-7546e9c0cabd	Lacto-N-fucopentose						1A	G98173LG			SUGARBIND	
GSD:db1c3c2e-a27d-45db-832d-0c6e090f978a	Lacto-N-neofucopentaose						1A				BIOOLIGO	
GSD:29049212-2b78-47d3-b702-13a21d1803ad	Lacto-N-neooctaose						1A				BIOOLIGO	
GSD:16e5ac8a-4f1f-4df9-b860-936e9c5e27d0	lacto-N-neotetraose						1A	G48059CD; G45827GY			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:f1d5a449-e17b-4677-8e2f-2c9dd531e3b2	lacto-N-tetraose						1A	G45827GY; G48059CD			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:ae48a74d-d1b8-4a14-8471-2ea40adfc2d4	Lacto-N-triose						1A				BIOOLIGO	
GSD:e203d26f-4e87-4faf-9e18-8a1c7d59da9d	lactogangliotetraosylceramide						1A	G62554JH; G85237WB			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:0a063c08-7f72-5da7-9397-33bdcbc5315c	lactosylceramide		LacCer; Lc2; CDH	CDH			1A	G84224TW; G20420WT; G74621DY	GSD000116	GlycoMotif:GGM.000064; GlycoMotif:GDV.000039; GlycoMotif:CCRC.000064	EOG_VARKI_4E; GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; SUGARBIND; GLYCOEPITOPE; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	Specific exceptions occur, such as the high concentration of lactosylceramide in neutrophil granules.
GSD:42e76ba0-441a-4b80-b4b3-d4ee48728446	lactotetraosylceramide		Lc4		Glycosphingolipid Lacto series	Lewis C	1A	G00049MO			PUBDICTIONARIES-GLYCAN-IMAGE; SUGARBIND; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:42d15d6c-3af7-48d4-b3c9-54405ebc70d3	lactotriaosylceramide		Lc3; Lc(3)Cer; Lc_3		Glycosphingolipid Lacto series	Glucosylceramide	1A	G06239NA; G71142DF; G87727XV	GSD000117	GlycoMotif:GGM.000067; GlycoMotif:GDV.000082; GlycoMotif:GDV.000083; GlycoMotif:CCRC.000067	GSD_GLYGEN_V0; SUGARBIND; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
GSD:bc4cbbeb-af02-4261-9be3-3801c0b6373e	Lc3				Glycosphingolipid Lacto series		1A	G06239NA			PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:be204c7c-6af2-4316-a743-c4c6cf9b987d	Lc4				Glycosphingolipid Lacto series		1A	G00049MO			PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCOSMOS	
GSD:c076a6cd-d503-4c4f-8f25-2adfdf739708	LcGg4						1A	G62554JH; G85237WB	GSD000118	GlycoMotif:GGM.000075; GlycoMotif:GDV.000068; GlycoMotif:CCRC.000075	GSD_GLYGEN_V0; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
GSD:662184b8-4ef9-426d-8391-7c163250ce9d	Lewis a		Lea; LeA; Le^a; Le(a)		Lea-5; Lea-3		1A	G00047MO; G39023AU; G26123AX	GSD000119	GlycoMotif:GGM.000020; GlycoMotif:GDV.000026; GlycoMotif:CCRC.000020	GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; SUGARBIND; GLYCOEPITOPE; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS; PUBDICT_MOTIF_GTC; EOG_VARKI_4E; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	The Lewis a antigen (Lea) is synthesized by an α1-3/α1-4FucT (FUT3) encoded by the Lewis (LE or FUT3) blood group locus.
GSD:d7d55c70-54dc-45e8-9aba-246647b1ff7f	Lewis a (b1-3)Gal						1A	G28420BK			GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:b60bfa39-945f-4c1a-9276-fd74ff0eed98	Lewis a LN						1A				BIOOLIGO	
GSD:7dc509b1-7249-4c61-933b-0d43d0607564	Lewis a triose						1A				BIOOLIGO	
GSD:358eb411-dce4-41a1-aa1f-e74795397c00	Lewis a- Lewis X hybrid antigen	Lewis a Lewis x	LeALex				1A	G07357YR; G74578MX			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS; BIOOLIGO; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
GSD:e8de9957-868f-4ebd-af17-cc308640315b	Lewis a/x Like structure						1A	G24566OP			PUBDICT_GLYCAN_MOTIF	
GSD:4327ef94-5fff-5d27-8f23-207afe82a8d1	Lewis b	Lewis(b)	Leb; Le(b); Le^b		Leb-6; Leb-4		1A	G39211DH; G00048MO; G09552LA; G00052MO; G49963IQ	GSD000120	GlycoMotif:GGM.000021; GlycoMotif:GDV.000004; GlycoMotif:GDV.000013; GlycoMotif:CCRC.000021	EOG_VARKI_4E; GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; SUGARBIND; GLYCOEPITOPE; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS; PUBDICT_MOTIF_GTC	The Lewis b antigen (Leb) is synthesized by the concerted actions of FUT3 and FUT2.
GSD:30b03c07-f79c-425b-b5ff-6d6089c048d1	Lewis b pentaose						1A				BIOOLIGO	
GSD:164b1326-ab43-4c6d-896f-432170b59a63	Lewis b tetraose						1A				BIOOLIGO	
GSD:0f5447e8-b606-4b06-b693-bd8e36b1f113	Lewis b/y Like						1A	G20009SF			PUBDICT_GLYCAN_MOTIF	
GSD:7d2482e9-3b02-405f-bba6-9c215db9fbd6	Lewis c		Lec				1A	G00049MO			BIOOLIGO; PUBDICT_GLYCAN_MOTIF; PUBDICT_MOTIF_GTC; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
GSD:e3fd663f-6d87-4f25-bd01-70b689bcb65f	Lewis c - Lewis x		Lec-LeX				1A				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
GSD:8ab86e9f-ff25-4a50-a728-1f280412d929	Lewis d	Lewis D	LeD				1A	G00050MO			PUBDICT_MOTIF_GTC; PUBDICT_GLYCAN_MOTIF	
GSD:b869db3a-43f8-4298-a71e-a4654597d31a	Lewis x		Lex; LeX; Le^x; Le(X)		Lewis x trisaccharide; Lex-3; Lex-5	SSEA-1	1A	G00051MO; G01187XC; G81516LH		GlycoMotif:GGM.000018; GlycoMotif:GDV.000036; GlycoMotif:CCRC.000018	PUBDICTIONARIES-GLYCAN-IMAGE; SUGARBIND; GLYCOEPITOPE; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS; PUBDICT_MOTIF_GTC; EOG_VARKI_4E; GSD_GLYGEN_V0; PUBDICT_GLYCONAVI_ABBREV; PUBDICT_GLYCONAVI_NAME	Most strongly implicated are the sialylated and/or sulfated determinants represented by sialyl Lex and its sulfated variants (Figure 14.6), which function as selectin ligands on glycoproteins and glycolipids of leukocytes and tumor cells (Chapters 34 and 47).
GSD:142af41f-6c67-467f-aa3e-d23ebad850e6	Lewis X - Lewis X	Lewis X_Lewis X; Lewis X–Lewis X	Lex-Lex; Le^x-Le^x; Lex–Lex; Lex_Lex			dimeric Lewis x	1A	G79535HZ; G45673KX		GlycoMotif:GDV.000037; GlycoMotif:CCRC.000031	GLYCOMOTIF_GDV; PUBDICT_GLYCAN_MOTIF; CUMMINGS; GLYCOMOTIF_CCRC	
GSD:e3e28980-b27f-4e23-8583-dcfc336094fc	Lewis X hexaose						1A				BIOOLIGO	
GSD:feb39059-c793-4824-9b59-817b382ea413	Lewis x on Core 2						1A				BIOOLIGO	
GSD:9c1c273e-5f38-49e7-bf5e-ae0bab8f5011	Lewis X tetraose						1A				BIOOLIGO	
GSD:a57ec013-3fba-4597-9ad0-639e41d73f0f	Lewis x triaose					SSEA-1	1A				BIOOLIGO	
GSD:b5f7962d-29e4-4374-8406-683e491676d9	Lewis y	Le(y); Le^y; LeY; Ley	Ley		Ley-4; Ley-6		1A	G00052MO; G89659QV; G49963IQ		GlycoMotif:GDV.000014; GlycoMotif:CCRC.000019; GlycoMotif:GGM.000019	PUBDICT_GLYCAN_MOTIF; GLYCOMOTIF_GDV; SUGARBIND; PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCOSMOS; GLYCOMOTIF_CCRC; GLYCOEPITOPE; GSD_GLYGEN_V0; CUMMINGS; GLYCOMOTIF_GGM; PUBDICT_MOTIF_GTC; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	Because of structural similarities, the term “Lewis antigen” was applied to other glycan sequences and includes the Lewis x (Lex) and Lewis y (Ley) determinants and forms of the Lea and Lex determinants that are sialylated and/or sulfated (Figure 14.6).
GSD:eacd39fe-a980-4ca1-a70a-c178a1051a00	Lewis y (extended)						1A	G69030AU			PUBDICT_GLYCAN_MOTIF	
GSD:2f226dce-d895-43fd-8940-bf42aa514867	Lewis y (extended) / hexasaccharide						1A	G69030AU			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF	
GSD:9ced2c9c-f8d2-484b-9359-d258e4caad16	Lewis y Lewis x		Ley -Lex				1A				BIOOLIGO; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
GSD:c6824960-4812-41cd-a84b-91c1929c7f21	Lewis y pentaose						1A				BIOOLIGO	
GSD:333e5932-8f42-49e1-9ebe-68750ab11dd8	Lewis y tetraose					Blood group H type 2	1A				BIOOLIGO	
GSD:3d151c25-a2dd-40fa-835b-2e22a8b4589e	Lex on O-Mannose	O-Mannose Lex; O-Mannose Le^x					1A	G81516LH; G72060BE		GlycoMotif:GGM.000057; GlycoMotif:CCRC.000057	CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
GSD:e95d84b4-8bf0-41ce-8ec8-3f513f48549b	Lex-LeA						1A				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
