#label	id	bgsl_curator_meta
Neu5Ac(a2-3)Gal / Monosialoganglioside	https://glytoucan.org/Structures/Glycans/G77824XV	"{""keep"": true, ""suggested_class"": ""2A""}"
Neu5Ac(a2-6)Gal	https://glytoucan.org/Structures/Glycans/G44345UH	"{""keep"": true, ""suggested_class"": ""2A""}"
Neu5Ac)a2-6)Gal	https://glytoucan.org/Structures/Glycans/G44345UH	"{""keep"": true, ""suggested_class"": ""2A""}"
Neu5Ac)a2-6)Gal	https://glytoucan.org/Structures/Glycans/G63069TR	"{""keep"": true, ""suggested_class"": ""2A""}"
Neu5Ac(a2-6)GalNAc	https://glytoucan.org/Structures/Glycans/G08371CD	"{""keep"": true, ""suggested_class"": ""2A""}"
Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-3)GalNAc	https://glytoucan.org/Structures/Glycans/G93910CU	"{""keep"": true, ""suggested_class"": ""2A""}"
Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc	https://glytoucan.org/Structures/Glycans/G81928IQ	"{""keep"": true, ""suggested_class"": ""2A""}"
Neu5Ac(a2-8)Neu5Ac(a2-3)Gal	https://glytoucan.org/Structures/Glycans/G43195TR	"{""keep"": true, ""suggested_class"": ""2A""}"
Neu5Ac(a2-8)Neu5Ac(a2-3)Gal	https://glytoucan.org/Structures/Glycans/G82775QT	"{""keep"": true, ""suggested_class"": ""2A""}"
Neu5Ac(a2-8)Neu5Gc(a2-3)Gal(b1-4)Glc	https://glytoucan.org/Structures/Glycans/G95233MF	"{""keep"": true, ""suggested_class"": ""2A""}"
Neu5Ac(a2-8)Neu5Gc(a2-3)Gal	https://glytoucan.org/Structures/Glycans/G82974JM	"{""keep"": true, ""suggested_class"": ""2A""}"
Neu5Ac	https://glytoucan.org/Structures/Glycans/G81533KY	"{""keep"": true, ""suggested_class"": ""3B""}"
Neu5Gc(a2-3)Gal(b1-4)Glc	https://glytoucan.org/Structures/Glycans/G32969VW	"{""keep"": true, ""suggested_class"": ""2A""}"
Neu5Gc(a2-3)Gal(b1-4)GlcNAc	https://glytoucan.org/Structures/Glycans/G48236KP	"{""keep"": true, ""suggested_class"": ""2A""}"
Neu5Gc(a2-3)Gal	https://glytoucan.org/Structures/Glycans/G53517XC	"{""keep"": true, ""suggested_class"": ""2A""}"
Neu5Gc(a2-3)Gal / Monosialoganglioside	https://glytoucan.org/Structures/Glycans/G53517XC	"{""keep"": true, ""suggested_class"": ""2A""}"
Neu5Gc(a2-8)Neu5Ac(a2-3)Gal	https://glytoucan.org/Structures/Glycans/G55286YY	"{""keep"": true, ""suggested_class"": ""2A""}"
Neu5Gc(a2-8)Neu5Ac(a2-3)Gal	https://glytoucan.org/Structures/Glycans/G61424BA	"{""keep"": true, ""suggested_class"": ""2A""}"
Neu5Gc(a2-8)Neu5Gc(a2-3)Gal	https://glytoucan.org/Structures/Glycans/G16142UJ	"{""keep"": true, ""suggested_class"": ""2A""}"
Neu5Gc(a2-8)Neu5Gc(a2-3)Gal	https://glytoucan.org/Structures/Glycans/G16775IT	"{""keep"": true, ""suggested_class"": ""2A""}"
N-Glycan complex	https://glytoucan.org/Structures/Glycans/G00030MO	"{""keep"": true, ""suggested_class"": ""1B""}"
N-Glycan core basic	https://glytoucan.org/Structures/Glycans/G00026MO	"{""keep"": true, ""suggested_class"": ""1B""}"
N-Glycan high mannose	https://glytoucan.org/Structures/Glycans/G00028MO	"{""keep"": true, ""suggested_class"": ""1B""}"
N-Glycan hybrid	https://glytoucan.org/Structures/Glycans/G00029MO	"{""keep"": true, ""suggested_class"": ""1B""}"
N-Glycan truncated motif. First GlcpNAC cut off	https://glytoucan.org/Structures/Glycans/G00027MO	"{""keep"": true, ""suggested_class"": ""1B""}"
N-Glycolyl GD3	https://glytoucan.org/Structures/Glycans/G84891DZ	"{""keep"": true, ""suggested_class"": ""1A""}"
N-Glycolyl-GM2	https://glytoucan.org/Structures/Glycans/G18221CF	"{""keep"": true, ""suggested_class"": ""1A""}"
N-Glycolyl GM2	https://glytoucan.org/Structures/Glycans/G56478LD	"{""keep"": true, ""suggested_class"": ""1A""}"
N-Glycolyl-GM2	https://glytoucan.org/Structures/Glycans/G56478LD	"{""keep"": true, ""suggested_class"": ""1A""}"
N-Glycolyl GM3	https://glytoucan.org/Structures/Glycans/G75789AR	"{""keep"": true, ""suggested_class"": ""1A""}"
O-Fucose / EGF repeat	https://glytoucan.org/Structures/Glycans/G17931GP	"{""keep"": true}"
O-Fucose Glycan /EGF Repeat	https://glytoucan.org/Structures/Glycans/G39294YF	"{""keep"": true, ""suggested_class"": ""1B""}"
O-Fucose	https://glytoucan.org/Structures/Glycans/G82576YO	"{""keep"": true, ""suggested_class"": ""1B""}"
O-Fucose / Thrombospondin Type 1 Repeat	https://glytoucan.org/Structures/Glycans/G36855WW	"{""keep"": true, ""suggested_class"": ""1B""}"
O-GlcNAc	https://glytoucan.org/Structures/Glycans/G49108TO	"{""keep"": true, ""suggested_class"": ""2B""}"
O-GlcNAc	https://glytoucan.org/Structures/Glycans/G89565QL	"{""keep"": true, ""suggested_class"": ""2B""}"
O-Glycan core 1	https://glytoucan.org/Structures/Glycans/G00031MO	"{""keep"": true, ""suggested_class"": ""1A""}"
O-Glycan core 2	https://glytoucan.org/Structures/Glycans/G00033MO	"{""keep"": true, ""suggested_class"": ""1A""}"
O-Glycan core 3	https://glytoucan.org/Structures/Glycans/G00035MO	"{""keep"": true, ""suggested_class"": ""1A""}"
O-Glycan core 4	https://glytoucan.org/Structures/Glycans/G00037MO	"{""keep"": true, ""suggested_class"": ""1A""}"
O-Glycan core 5	https://glytoucan.org/Structures/Glycans/G00039MO	"{""keep"": true, ""suggested_class"": ""1A""}"
O-Glycan core 6	https://glytoucan.org/Structures/Glycans/G00041MO	"{""keep"": true, ""suggested_class"": ""1A""}"
O-Glycan core 7	https://glytoucan.org/Structures/Glycans/G00043MO	"{""keep"": true, ""suggested_class"": ""1A""}"
O-Linked mannose	https://glytoucan.org/Structures/Glycans/G59126YU	"{""keep"": true, ""suggested_class"": ""2B""}"
O-Mannose	https://glytoucan.org/Structures/Glycans/G70323CJ	"{""keep"": true}"
O-Mannose Lex	https://glytoucan.org/Structures/Glycans/G72060BE	"{""keep"": true, ""suggested_class"": ""1A""}"
O-Mannose Lex	https://glytoucan.org/Structures/Glycans/G81516LH	"{""keep"": true, ""suggested_class"": ""1A""}"
O-Mannosyl Glycan-Mammalian	https://glytoucan.org/Structures/Glycans/G41959YC	"{""keep"": true, ""suggested_class"": ""3C""}"
O-Mannosyl Glycan / Mammalian	https://glytoucan.org/Structures/Glycans/G59126YU	"{""keep"": true, ""suggested_class"": ""3C""}"
O-Mannosyl Glycan-Mammalian	https://glytoucan.org/Structures/Glycans/G59126YU	"{""keep"": true, ""suggested_class"": ""3C""}"
O-Mannosyl Glycan / Yeast	https://glytoucan.org/Structures/Glycans/G25559RS	"{""keep"": true, ""suggested_class"": ""3C""}"
O-Mannosyl Glycan-Yeast	https://glytoucan.org/Structures/Glycans/G63072CF	"{""keep"": true, ""suggested_class"": ""3C""}"
P1 antigen	https://glytoucan.org/Structures/Glycans/G00060MO	"{""keep"": true, ""suggested_class"": ""1A""}"
P1 Antigen	https://glytoucan.org/Structures/Glycans/G00076PK	"{""keep"": true, ""suggested_class"": ""1A""}"
P1 antigen	https://glytoucan.org/Structures/Glycans/G12460DL	"{""keep"": true, ""suggested_class"": ""1A""}"
P1 Antigen	https://glytoucan.org/Structures/Glycans/G55205ZV	"{""keep"": true, ""suggested_class"": ""1A""}"
P antigen	https://glytoucan.org/Structures/Glycans/G00061MO	"{""keep"": true, ""suggested_class"": ""1A""}"
para-Forssman glycolipid	https://glytoucan.org/Structures/Glycans/G51699SI	"{""keep"": true, ""suggested_class"": ""1A""}"
para-Forssman glycolipid	https://glytoucan.org/Structures/Glycans/G98848EU	"{""keep"": true, ""suggested_class"": ""1A""}"
Paragloboside	https://glytoucan.org/Structures/Glycans/G40585SO	"{""keep"": true, ""suggested_class"": ""1A""}"
Paragloboside	https://glytoucan.org/Structures/Glycans/G48059CD	"{""keep"": true, ""suggested_class"": ""1A""}"
Paragloboside	https://glytoucan.org/Structures/Glycans/G58896AZ	"{""keep"": true, ""suggested_class"": ""1A""}"
Pentasaccharide N-linked glycan core	https://glytoucan.org/Structures/Glycans/G20624LQ	"{""keep"": true}"
Peptidoglycan	https://glytoucan.org/Structures/Glycans/G00023MO	"{""keep"": true, ""suggested_class"": ""DISCARD""}"
Pk antigen	https://glytoucan.org/Structures/Glycans/G00059MO	"{""keep"": true, ""suggested_class"": ""1A""}"
Pk Antigen	https://glytoucan.org/Structures/Glycans/G06000DZ	"{""keep"": true, ""suggested_class"": ""1A""}"
Poly-KDN	https://glytoucan.org/Structures/Glycans/G42911NE	"{""keep"": true, ""suggested_class"": ""1B""}"
Polylactosamine	https://glytoucan.org/Structures/Glycans/G00058MO	"{""keep"": true}"
Poly-N-Acetylneuraminic Acid	https://glytoucan.org/Structures/Glycans/G80631ZD	"{""keep"": true, ""suggested_class"": ""1B""}"
Poly-N-Glycolylneuraminic Acid	https://glytoucan.org/Structures/Glycans/G95717TY	"{""keep"": true, ""suggested_class"": ""1B""}"
Precusor Lewis a	https://glytoucan.org/Structures/Glycans/G23041XK	"{""keep"": true, ""suggested_class"": ""1A""}"
SD1a	https://glytoucan.org/Structures/Glycans/G63813EJ	"{""keep"": true, ""suggested_class"": ""1A""}"
Sda/CT antigen	https://glytoucan.org/Structures/Glycans/G00062MO	"{""keep"": true, ""suggested_class"": ""1A""}"
Sda/CT antigen	https://glytoucan.org/Structures/Glycans/G41052GC	"{""keep"": true, ""suggested_class"": ""1A""}"
SDA	https://glytoucan.org/Structures/Glycans/G00062MO	"{""keep"": true, ""suggested_class"": ""1A"", ""notes"": ""Has exact synonym Sda/CT antigen.""}"
SDLex	https://glytoucan.org/Structures/Glycans/G19619KS	"{""keep"": true, ""suggested_class"": ""1A""}"
SDLex	https://glytoucan.org/Structures/Glycans/G69360KJ	"{""keep"": true, ""suggested_class"": ""1A""}"
Seminolipid	https://glytoucan.org/Structures/Glycans/G72548RZ	"{""keep"": true}"
Seminolipid	https://glytoucan.org/Structures/Glycans/G95090DW	"{""keep"": true}"
Sia(a2-8)Sia(a2-3)Gal	https://glytoucan.org/Structures/Glycans/G82775QT	"{""keep"": true}"
Sialic Acid	https://glytoucan.org/Structures/Glycans/G81533KY	"{""keep"": true, ""suggested_class"": ""3B""}"
Sialopentaosylceramide	https://glytoucan.org/Structures/Glycans/G13224CR	"{""keep"": true, ""suggested_class"": ""1A""}"
Sialopentaosylceramide	https://glytoucan.org/Structures/Glycans/G96400MT	"{""keep"": true, ""suggested_class"": ""1A""}"
Sialosyl galactosyl globoside	https://glytoucan.org/Structures/Glycans/G32254QI	"{""keep"": true, ""suggested_class"": ""1A""}"
Sialosyl paragloboside	https://glytoucan.org/Structures/Glycans/G00065MO	"{""keep"": true, ""suggested_class"": ""1A""}"
Sialosyl paragloboside	https://glytoucan.org/Structures/Glycans/G50123ZO	"{""keep"": true, ""suggested_class"": ""1A""}"
Sialosyl paragloboside	https://glytoucan.org/Structures/Glycans/G98750DB	"{""keep"": true, ""suggested_class"": ""1A""}"
Sialyl-3-lactose	https://glytoucan.org/Structures/Glycans/G56516VH	"{""keep"": true}"
Sialyl-3-lactose	https://glytoucan.org/Structures/Glycans/G91237TK	"{""keep"": true}"
Sialyl 6-Sulfo LacNAc	https://glytoucan.org/Structures/Glycans/G99745QX	"{""keep"": true, ""suggested_class"": ""1B""}"
Sialyl 6-Sulfo Lewis x	https://glytoucan.org/Structures/Glycans/G80722US	"{""keep"": true, ""suggested_class"": ""1A""}"
Sialylated LDN	https://glytoucan.org/Structures/Glycans/G55583HW	"{""keep"": true, ""suggested_class"": ""1B""}"
Sialyllacto-N-tetraose b	https://glytoucan.org/Structures/Glycans/G32417JV	"{""keep"": true, ""suggested_class"": ""1A""}"
Sialyl Lea glycolipid	https://glytoucan.org/Structures/Glycans/G91326YS	"{""keep"": true, ""suggested_class"": ""1A""}"
Sialyl Lewis a glycolipid	https://glytoucan.org/Structures/Glycans/G50321QR	"{""keep"": true, ""suggested_class"": ""1A""}"
Sialyl Lewis a	https://glytoucan.org/Structures/Glycans/G00053MO	"{""keep"": true, ""suggested_class"": ""1A""}"
Sialyl Lewis a	https://glytoucan.org/Structures/Glycans/G81971FM	"{""keep"": true, ""suggested_class"": ""1A""}"
Sialyl Lewis a/x Like	https://glytoucan.org/Structures/Glycans/G25705KO	"{""keep"": true, ""suggested_class"": ""1A""}"
Sialyl Lewis c	https://glytoucan.org/Structures/Glycans/G46776WR	"{""keep"": true, ""suggested_class"": ""1A""}"
Sialyl-Lewis c	https://glytoucan.org/Structures/Glycans/G46776WR	"{""keep"": true, ""suggested_class"": ""1A""}"
Sialyl Lewis x	https://glytoucan.org/Structures/Glycans/G00054MO	"{""keep"": true, ""suggested_class"": ""1A""}"
Sialyl Lewis x-i	https://glytoucan.org/Structures/Glycans/G06597DS	"{""keep"": true, ""suggested_class"": ""1A""}"
Sialylparagloboside	https://glytoucan.org/Structures/Glycans/G83513YI	"{""keep"": true}"
Sialyl T antigen	https://glytoucan.org/Structures/Glycans/G56299XO	"{""keep"": true, ""suggested_class"": ""1A""}"
Sialyl T antigen	https://glytoucan.org/Structures/Glycans/G65562ZE	"{""keep"": true, ""suggested_class"": ""1A""}"
Sialyl Tn antigen	https://glytoucan.org/Structures/Glycans/G08371CD	"{""keep"": true, ""suggested_class"": ""1A""}"
Sialyl Tn antigen	https://glytoucan.org/Structures/Glycans/G36123IU	"{""keep"": true, ""suggested_class"": ""1A""}"
Sialyl Tn Antigen	https://glytoucan.org/Structures/Glycans/G38301SX	"{""keep"": true, ""suggested_class"": ""1A""}"
SLex Core 2 O-glycan glycan	https://glytoucan.org/Structures/Glycans/G71121NN	"{""keep"": true, ""suggested_class"": ""1A""}"
SLex Core 2 O-glycan glycan	https://glytoucan.org/Structures/Glycans/G97345NY	"{""keep"": true, ""suggested_class"": ""1A""}"
SLex Core 2 O-glycan	https://glytoucan.org/Structures/Glycans/G97345NY	"{""keep"": true, ""suggested_class"": ""1A""}"
SM3	https://glytoucan.org/Structures/Glycans/G20044TD	"{""keep"": true, ""suggested_class"": ""1A""}"
SM4s	https://glytoucan.org/Structures/Glycans/G72548RZ	"{""keep"": true, ""suggested_class"": ""1A""}"
SSEA-1	https://glytoucan.org/Structures/Glycans/G01187XC	"{""keep"": true, ""suggested_class"": ""1A""}"
SSEA-1	https://glytoucan.org/Structures/Glycans/G85497PI	"{""keep"": true, ""suggested_class"": ""1A""}"
SSEA-3	https://glytoucan.org/Structures/Glycans/G19298OA	"{""keep"": true, ""suggested_class"": ""1A""}"
SSEA-3	https://glytoucan.org/Structures/Glycans/G25129BT	"{""keep"": true, ""suggested_class"": ""1A""}"
SSEA-3	https://glytoucan.org/Structures/Glycans/G99053DY	"{""keep"": true, ""suggested_class"": ""1A""}"
SSEA-4	https://glytoucan.org/Structures/Glycans/G32254QI	"{""keep"": true, ""suggested_class"": ""1A""}"
SSEA-4	https://glytoucan.org/Structures/Glycans/G84263XI	"{""keep"": true, ""suggested_class"": ""1A""}"
SSEA	https://glytoucan.org/Structures/Glycans/G85497PI	"{""keep"": true}"
SSEA	https://glytoucan.org/Structures/Glycans/G99053DY	"{""keep"": true}"
Sulfated sialyl-3-N-acetyllactosamine	https://glytoucan.org/Structures/Glycans/G99745QX	"{""keep"": true}"
Sulfatide	https://glytoucan.org/Structures/Glycans/G40843KY	"{""keep"": true, ""suggested_class"": ""1A""}"
Sulfatide	https://glytoucan.org/Structures/Glycans/G72548RZ	"{""keep"": true, ""suggested_class"": ""1A""}"
Sulfatide	https://glytoucan.org/Structures/Glycans/G95090DW	"{""keep"": true, ""suggested_class"": ""1A""}"
Sulfo-isogloboside	https://glytoucan.org/Structures/Glycans/G10057XH	"{""keep"": true, ""suggested_class"": ""1A""}"
Sulfo-isogloboside	https://glytoucan.org/Structures/Glycans/G30925QW	"{""keep"": true, ""suggested_class"": ""1A""}"
Sulfo-isogloboside	https://glytoucan.org/Structures/Glycans/G56133NW	"{""keep"": true, ""suggested_class"": ""1A""}"
Sulfo-isogloboside	https://glytoucan.org/Structures/Glycans/G57036MA	"{""keep"": true, ""suggested_class"": ""1A""}"
T (also TF)  antigen	https://glytoucan.org/Structures/Glycans/G00031MO	"{""keep"": true, ""suggested_class"": ""1A""}"
T antigen	https://glytoucan.org/Structures/Glycans/G00031MO	"{""keep"": true, ""suggested_class"": ""1A""}"
TF antigen	https://glytoucan.org/Structures/Glycans/G00031MO	"{""keep"": true, ""suggested_class"": ""1A""}"
Tn antigen	https://glytoucan.org/Structures/Glycans/G57321FI	"{""keep"": true, ""suggested_class"": ""1A""}"
Tn Antigen	https://glytoucan.org/Structures/Glycans/G57321FI	"{""keep"": true, ""suggested_class"": ""1A""}"
Tn Antigen	https://glytoucan.org/Structures/Glycans/G61406KC	"{""keep"": true, ""suggested_class"": ""1A""}"
T or TF antigen	https://glytoucan.org/Structures/Glycans/G78436BB	"{""keep"": true, ""suggested_class"": ""1A""}"
Trifucosyl-Lewis b antigen	https://glytoucan.org/Structures/Glycans/G74578MX	"{""keep"": true, ""suggested_class"": ""1A""}"
Trifucosyl-Lewis b Antigen	https://glytoucan.org/Structures/Glycans/G74578MX	"{""keep"": true, ""suggested_class"": ""1A""}"
Trifucosyl-Lewis y antigen	https://glytoucan.org/Structures/Glycans/G74917JX	"{""keep"": true, ""suggested_class"": ""1A""}"
Trifucosyl-Lewis y Antigen	https://glytoucan.org/Structures/Glycans/G74917JX	"{""keep"": true, ""suggested_class"": ""1A""}"
Trisialogangliotetraosylceramide	https://glytoucan.org/Structures/Glycans/G40183QN	"{""keep"": true}"
Type 1 LN2	https://glytoucan.org/Structures/Glycans/G43784HS	"{""keep"": true, ""suggested_class"": ""1B""}"
Type 1 LN3	https://glytoucan.org/Structures/Glycans/G17961XM	"{""keep"": true, ""suggested_class"": ""1B""}"
Type 1 LN	https://glytoucan.org/Structures/Glycans/G43784HS	"{""keep"": true, ""suggested_class"": ""1B""}"
Type 2 LN2	https://glytoucan.org/Structures/Glycans/G00058MO	"{""keep"": true, ""suggested_class"": ""1B""}"
VIM-2	https://glytoucan.org/Structures/Glycans/G00065MO	"{""keep"": true, ""suggested_class"": ""1A""}"
VIM-2	https://glytoucan.org/Structures/Glycans/G22418PV	"{""keep"": true, ""suggested_class"": ""1A""}"
VIM	https://glytoucan.org/Structures/Glycans/G00065MO	"{""keep"": true, ""suggested_class"": ""1A"", ""notes"": ""Has exact synonym VIM-2.""}"
Xylogalacturonan	https://glytoucan.org/Structures/Glycans/G00367NK	"{""keep"": true, ""suggested_class"": ""1C""}"
Xyloglucan	https://glytoucan.org/Structures/Glycans/G25326UC	"{""keep"": true, ""suggested_class"": ""1C""}"
