sheet	row	raw_term	class_code	method	evidence
biooligo	163	Galactosyl lactose	3C	1A_cross_sheet	{'3C': 1}
cummings	12	A antigen (type 3)	1A	1A_cross_sheet	{'1A': 2}
cummings	18	Fucosylated LDN (LDNF)	1B	1A_cross_sheet	{'1B': 1}
glycomotif_ccrc	117	HNK-expressing SGLPG	1A	1A_cross_sheet	{'1A': 1}
glycomotif_gdv	49	Ceramide dihexosyl sulfate	1B	1A_cross_sheet	{'1B': 3}
glycomotif_gdv	80	HNK-expressing SGLPG	1A	1A_cross_sheet	{'1A': 1}
glycomotif_ggm	53	O-Linked mannose	2B	1A_cross_sheet	{'3A': 1, '2B': 2}
glycomotif_ggm	54	2,6-Branched O-mannose	2C	1A_cross_sheet	{'2C': 2}
glycomotif_ggm	61	Sulfatide	1A	1A_cross_sheet	{'1A': 6}
glycomotif_ggm	63	Ceramide dihexosyl sulfate	1B	1A_cross_sheet	{'1B': 3}
glycomotif_ggm	65	Lactotriaosylceramide	1A	1A_cross_sheet	{'1A': 2}
glycomotif_ggm	70	Mono-sulfated globopentaosylceramide	1A	1A_cross_sheet	{'1A': 3}
glycomotif_ggm	71	Mono-sulfated globotetraosylceramide	1A	1A_cross_sheet	{'1A': 5}
glycomotif_ggm	95	Sialopentaosylceramide	1A	1A_cross_sheet	{'1B': 1, '1A': 3}
gsdv1	17	biantennary N-glycan	1B	1A_cross_sheet	{'1B': 1}
gsdv1	46	diphosphorylated Man6	2C	1A_cross_sheet	{'2C': 1, '2D': 1}
gsdv1	89	high-mannose N-glycan	1B	1A_cross_sheet	{'1B': 1}
gsdv1	119	O-fucose glycan	2B	1A_cross_sheet	{'2B': 1}
gsdv1	120	O-linked N-acetylglucosamine	2B	1A_cross_sheet	{'2B': 1}
gsdv1	122	O-mannose glycan	2B	1A_cross_sheet	{'2B': 1}
gsdv1	143	sulfatide	1A	1A_cross_sheet	{'1A': 6}
gsdv1	169	2,6-branched O-mannose	2C	1A_cross_sheet	{'2C': 2}
n-compo	89	Man5	2D	1A_cross_sheet	{'2D': 2}
n-compo	90	Man6	2D	1A_cross_sheet	{'2D': 2}
n-compo	91	Man7	2D	1A_cross_sheet	{'2D': 3}
n-compo	92	Man8	2D	1A_cross_sheet	{'2D': 1}
n-compo	93	Man9	2D	1A_cross_sheet	{'2D': 1}
pubdict-glycan-motif	90	Type 2 LN2	1B	1A_cross_sheet	{'1B': 1}
pubdict-glycan-motif	94	globotriaosylceramide	1A	1A_cross_sheet	{'1A': 1}
pubdict-glycan-motif	109	Sda/CT antigen	1A	1A_cross_sheet	{'1A': 5}
pubdict-glycan-motif	155	Fucosylated LDN (LDNF)	1B	1A_cross_sheet	{'1B': 1}
pubdict-glycan-motif	165	Blood group A1	1A	1A_cross_sheet	{'1A': 1}
pubdict-glycan-motif	166	Ceramide dihexosyl sulfate	1B	1A_cross_sheet	{'1B': 3}
pubdict-glycan-motif	170	Mono-sulfated globotetraosylceramide	1A	1A_cross_sheet	{'1A': 5}
pubdict-glycan-motif	178	Lc3	1A	1A_cross_sheet	{'1A': 1}
pubdict-glycan-motif	180	LacNAc-Gal	1B	1A_cross_sheet	{'1B': 2}
pubdict-glycan-motif	183	2,6-Branched O-mannose	2C	1A_cross_sheet	{'2C': 2}
pubdict-glycan-motif	190	6-Sialyl-GalNAc or 6-Sialyl LN	2A	1A_cross_sheet	{'2A': 1}
pubdict-glycan-motif	194	Sulfo-isogloboside	1A	1A_cross_sheet	{'1A': 5}
pubdict-glycan-motif	195	3-Sialyl-LN	1B	1A_cross_sheet	{'1B': 1}
pubdict-glycan-motif	198	Neu5Ac(a2-3)Gal(b1-4)GlcNAc	2A	1A_cross_sheet	{'2A': 2}
pubdict-glycan-motif	199	HNK-expressing SGLPG	1A	1A_cross_sheet	{'1A': 1}
pubdict-glycan-motif	202	LN2	1B	1A_cross_sheet	{'1B': 1}
pubdict-glycan-motif	209	Arabinogalactan Type ll	1C	1A_cross_sheet	{'1C': 1}
pubdict-glycan-motif	210	6-Sulfo LacNAc	1B	1A_cross_sheet	{'1B': 2}
pubdict-glycan-motif	211	Sialopentaosylceramide	1A	1A_cross_sheet	{'1B': 1, '1A': 3}
pubdict-glycan-motif	217	cisGM1	1A	1A_cross_sheet	{'1A': 3}
pubdict-glycan-motif	225	GT1aa	1A	1A_cross_sheet	{'1A': 5}
pubdict-glycan-motif	226	Delta-Heparan Sulfate	1A	1A_cross_sheet	{'1A': 1}
pubdict-glycan-motif	228	Type 1 LN3	1B	1A_cross_sheet	{'1B': 3}
pubdict-glycan-motif	231	4'-sulfated LDN	1B	1A_cross_sheet	{'1B': 3}
pubdict-glycan-motif	236	SDLex	1A	1A_cross_sheet	{'1A': 4}
pubdict-glycan-motif	237	Blood group A2	1A	1A_cross_sheet	{'1A': 1}
pubdict-glycan-motif	241	SM3	1A	1A_cross_sheet	{'1A': 2}
pubdict-glycan-motif	245	F1 Alpha	1A	1A_cross_sheet	{'1A': 1}
pubdict-glycan-motif	250	VIM-2	1A	1A_cross_sheet	{'1A': 8}
pubdict-glycan-motif	258	GalNAc(b1-4)[Neu5Gc(a2-3)]Gal(b1)	2A	1A_cross_sheet	{'2A': 2}
pubdict-glycan-motif	260	6, 6'-Sulfo LacNAc	1B	1A_cross_sheet	{'1B': 2}
pubdict-glycan-motif	262	a-Gal antigen	1A	1A_cross_sheet	{'1A': 4}
pubdict-glycan-motif	269	Xyloglucan	1C	1A_cross_sheet	{'1C': 3}
pubdict-glycan-motif	270	O-Mannosyl Glycan / Yeast	3C	1A_cross_sheet	{'3C': 1}
pubdict-glycan-motif	272	Acharan Sulfate	1A	1A_cross_sheet	{'1A': 1}
pubdict-glycan-motif	274	GQ1aa	1A	1A_cross_sheet	{'1A': 4}
pubdict-glycan-motif	285	GalNAc(b1-4)[Neu5Gc(a2-3)]Gal(b1)	2A	1A_cross_sheet	{'2A': 2}
pubdict-glycan-motif	287	2-9, 2-6 Disialyllactosylceramide	1A	1A_cross_sheet	{'1B': 1, '1A': 1}
pubdict-glycan-motif	292	Mono-sulfated globopentaosylceramide	1A	1A_cross_sheet	{'1A': 3}
pubdict-glycan-motif	309	GalNAc Disialyl Lc4	1A	1A_cross_sheet	{'1A': 1}
pubdict-glycan-motif	343	GL-7 globoseries ganglioside	1A	1A_cross_sheet	{'1A': 2}
pubdict-glycan-motif	344	Poly-KDN	1B	1A_cross_sheet	{'1B': 1}
pubdict-glycan-motif	345	HNK-expressing SGLPG	1A	1A_cross_sheet	{'1A': 1}
pubdict-glycan-motif	347	2,6-sialyl-Sulfo-LN	1B	1A_cross_sheet	{'1A': 1, '1B': 2}
pubdict-glycan-motif	349	Neu5Ac(a2-8)Neu5Ac(a2-3)Gal	2A	1A_cross_sheet	{'2A': 2}
pubdict-glycan-motif	352	Type 1 LN2	1B	1A_cross_sheet	{'1B': 2}
pubdict-glycan-motif	354	Blood Group A1	1A	1A_cross_sheet	{'1A': 1}
pubdict-glycan-motif	355	Blood group A1 (type 3)	1A	1A_cross_sheet	{'1A': 3}
pubdict-glycan-motif	359	GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1)	2A	1A_cross_sheet	{'2A': 2}
pubdict-glycan-motif	361	Lex_Lex	1A	1A_cross_sheet	{'1A': 2}
pubdict-glycan-motif	363	C-Series Gangliosides  Oligosaccharide / Hemato- or Ganglio-Type	1B	1A_cross_sheet	{'1B': 1}
pubdict-glycan-motif	367	''I'' antigen	1A	1A_cross_sheet	{'1A': 16}
pubdict-glycan-motif	368	I' antigen'	1A	1A_cross_sheet	{'1A': 16}
pubdict-glycan-motif	369	I' antigen	1A	1A_cross_sheet	{'1A': 16}
pubdict-glycan-motif	372	Disialogangliotetraosylceramide	1A	1A_cross_sheet	{'1A': 1}
pubdict-glycan-motif	374	Chindroitin Sulfate D Unit	1A	1A_cross_sheet	{'1A': 2}
pubdict-glycan-motif	376	Sialyl Lewis c	1A	1A_cross_sheet	{'1A': 2}
pubdict-glycan-motif	377	Sialyl-Lewis c	1A	1A_cross_sheet	{'1A': 2}
pubdict-glycan-motif	389	GlcNAc(b1-3)Gal(b1-4)GlcNAc	1A	1A_cross_sheet	{'2A': 1, '1A': 1}
pubdict-glycan-motif	390	Neu5Gc(a2-3)Gal(b1-4)GlcNAc	2A	1A_cross_sheet	{'2A': 2}
pubdict-glycan-motif	394	O-GlcNAc	2B	1A_cross_sheet	{'2B': 2}
pubdict-glycan-motif	395	GQ1ba	1A	1A_cross_sheet	{'1A': 4}
pubdict-glycan-motif	402	Mono-sulfated globotetraosylceramide	1A	1A_cross_sheet	{'1A': 5}
pubdict-glycan-motif	404	Ceramide dihexosyl sulfate	1B	1A_cross_sheet	{'1B': 3}
pubdict-glycan-motif	411	Neu5Gc(a2-3)Gal	2A	1A_cross_sheet	{'2A': 2}
pubdict-glycan-motif	412	Neu5Gc(a2-3)Gal / Monosialoganglioside	2A	1A_cross_sheet	{'2A': 1}
pubdict-glycan-motif	414	Glucronoarabinoxylan	1C	1A_cross_sheet	{'1C': 2}
pubdict-glycan-motif	418	GQ1ba	1A	1A_cross_sheet	{'1A': 4}
pubdict-glycan-motif	425	Disialyl-branched Type 2	1B	1A_cross_sheet	{'1B': 2}
pubdict-glycan-motif	426	Disialyl I	1A	1A_cross_sheet	{'1A': 1}
pubdict-glycan-motif	428	Neu5Gc(a2-8)Neu5Ac(a2-3)Gal	2A	1A_cross_sheet	{'2A': 2}
pubdict-glycan-motif	429	Sialylated LDN	1B	1A_cross_sheet	{'1B': 4}
pubdict-glycan-motif	430	''I'' antigen	1A	1A_cross_sheet	{'1A': 16}
pubdict-glycan-motif	431	I' antigen'	1A	1A_cross_sheet	{'1A': 16}
pubdict-glycan-motif	432	I' antigen	1A	1A_cross_sheet	{'1A': 16}
pubdict-glycan-motif	434	Sulfo-isogloboside	1A	1A_cross_sheet	{'1A': 5}
pubdict-glycan-motif	435	Neu5Ac(a2-3)Gal(b1-3)GalNAc	2A	1A_cross_sheet	{'2A': 2}
pubdict-glycan-motif	440	Neu5Ac(a2-3)Gal(b1-4)Glc	2A	1A_cross_sheet	{'2A': 2}
pubdict-glycan-motif	443	Sulfo-isogloboside	1A	1A_cross_sheet	{'1A': 5}
pubdict-glycan-motif	444	Extended tetrafucosyl-Le	1A	1A_cross_sheet	{'1A': 1}
pubdict-glycan-motif	447	Gal(b1-4)[Fuc(a1-3)]Glc(b1)	2A	1A_cross_sheet	{'2A': 3}
pubdict-glycan-motif	448	Fuc(a1-3)GalNac(b1)	2A	1A_cross_sheet	{'2A': 2}
pubdict-glycan-motif	449	Fuc(a1-3)GalNAc(b1)	2A	1A_cross_sheet	{'2A': 2}
pubdict-glycan-motif	452	Mono-sulfated globopentaosylceramide	1A	1A_cross_sheet	{'1A': 3}
pubdict-glycan-motif	459	Gal(b1-3)GalNAc	2A	1A_cross_sheet	{'2A': 2}
pubdict-glycan-motif	462	O-Linked mannose	2B	1A_cross_sheet	{'3A': 1, '2B': 2}
pubdict-glycan-motif	463	O-Mannosyl Glycan / Mammalian	3C	1A_cross_sheet	{'3C': 2}
pubdict-glycan-motif	464	O-Mannosyl Glycan-Mammalian	3C	1A_cross_sheet	{'3C': 2}
pubdict-glycan-motif	472	GalNAc(b1-4)Gal	2A	1A_cross_sheet	{'2A': 2}
pubdict-glycan-motif	473	GalNAc(b1-3)Gal(b1-4)GlcNAc	2A	1A_cross_sheet	{'2A': 2}
pubdict-glycan-motif	477	Neu5Gc(a2-8)Neu5Ac(a2-3)Gal	2A	1A_cross_sheet	{'2A': 2}
pubdict-glycan-motif	479	F1 Alpha	1A	1A_cross_sheet	{'1A': 1}
pubdict-glycan-motif	480	Lactogangliotetraosylceramide	1A	1A_cross_sheet	{'1A': 2}
pubdict-glycan-motif	481	LcGg4	1A	1A_cross_sheet	{'1A': 5}
pubdict-glycan-motif	483	Blood group A2 (A-associated H type 3)	1A	1A_cross_sheet	{'1A': 3}
pubdict-glycan-motif	484	Blood Group A2	1A	1A_cross_sheet	{'1A': 1}
pubdict-glycan-motif	485	Galabiose	3B	1A_cross_sheet	{'3B': 1}
pubdict-glycan-motif	486	Neu5Ac)a2-6)Gal	2A	1A_cross_sheet	{'2A': 5}
pubdict-glycan-motif	487	O-Mannosyl Glycan-Yeast	3C	1A_cross_sheet	{'3C': 1}
pubdict-glycan-motif	488	SD1a	1A	1A_cross_sheet	{'1A': 2}
pubdict-glycan-motif	490	Mono-fucosyl LN5	1B	1A_cross_sheet	{'1B': 3}
pubdict-glycan-motif	491	Mono-fucosyl LN	1B	1A_cross_sheet	{'1B': 2}
pubdict-glycan-motif	495	Mono-fucosyl LN3	1B	1A_cross_sheet	{'1B': 3}
pubdict-glycan-motif	496	Mono-fucosyl LN	1B	1A_cross_sheet	{'1B': 2}
pubdict-glycan-motif	498	Bata Galactose	2A	1A_cross_sheet	{'2A': 1}
pubdict-glycan-motif	505	Galabiosylceramide	1A	1A_cross_sheet	{'1A': 2, '1B': 1}
pubdict-glycan-motif	512	SDLex	1A	1A_cross_sheet	{'1A': 4}
pubdict-glycan-motif	519	A antigen	1A	1A_cross_sheet	{'1A': 1}
pubdict-glycan-motif	521	Monosialylganglioside LSTb	1A	1A_cross_sheet	{'1B': 1, '1A': 2}
pubdict-glycan-motif	523	SM4s	1A	1A_cross_sheet	{'2A': 1, '1A': 1}
pubdict-glycan-motif	524	Sulfatide	1A	1A_cross_sheet	{'1A': 6}
pubdict-glycan-motif	526	6-Sialyl-GalNAc	2A	1A_cross_sheet	{'2A': 2}
pubdict-glycan-motif	527	6-Sialyl-GalNAc or 6-Sialyl LN (type 1 or 2)	2A	1A_cross_sheet	{'2A': 1}
pubdict-glycan-motif	539	Extended tetrafucosyl-Leb338	1A	1A_cross_sheet	{'1A': 1}
pubdict-glycan-motif	545	Neu5Ac(a2-3)Gal / Monosialoganglioside	2A	1A_cross_sheet	{'2A': 1}
pubdict-glycan-motif	547	Gal(b1-3)GalNAc	2A	1A_cross_sheet	{'2A': 2}
pubdict-glycan-motif	555	C-Series Gangliosides Oligosaccharide / Gangliotetraosyl Core Structure	1B	1A_cross_sheet	{'1B': 1}
pubdict-glycan-motif	561	Lex_Lex	1A	1A_cross_sheet	{'1A': 2}
pubdict-glycan-motif	565	Mono-fucosyl LN3	1B	1A_cross_sheet	{'1B': 3}
pubdict-glycan-motif	566	Poly-N-Acetylneuraminic Acid	1B	1A_cross_sheet	{'1B': 1}
pubdict-glycan-motif	579	Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc	2A	1A_cross_sheet	{'2A': 2}
pubdict-glycan-motif	588	O-Fucose	1B	1A_cross_sheet	{'1B': 2}
pubdict-glycan-motif	589	KDN-Gal	2A	1A_cross_sheet	{'2A': 2}
pubdict-glycan-motif	590	KDN-Gal	2A	1A_cross_sheet	{'2A': 2}
pubdict-glycan-motif	593	Neu5Ac(a2-8)Neu5Ac(a2-3)Gal	2A	1A_cross_sheet	{'2A': 2}
pubdict-glycan-motif	595	Neu5Ac(a2-8)Neu5Gc(a2-3)Gal	2A	1A_cross_sheet	{'2A': 2}
pubdict-glycan-motif	596	GL-6 fucosylated	1A	1A_cross_sheet	{'1A': 2}
pubdict-glycan-motif	598	Monosialylganglioside LSTb	1A	1A_cross_sheet	{'1B': 1, '1A': 2}
pubdict-glycan-motif	605	Lactogangliotetraosylceramide	1A	1A_cross_sheet	{'1A': 2}
pubdict-glycan-motif	606	LcGg4	1A	1A_cross_sheet	{'1A': 5}
pubdict-glycan-motif	609	LN3	1B	1A_cross_sheet	{'1B': 1}
pubdict-glycan-motif	610	GH1ca	1A	1A_cross_sheet	{'1A': 5}
pubdict-glycan-motif	611	Mono-sulfated globotetraosylceramide	1A	1A_cross_sheet	{'1A': 5}
pubdict-glycan-motif	612	Lactotriaosylceramide	1A	1A_cross_sheet	{'1A': 2}
pubdict-glycan-motif	614	Glucomannan	1C	1A_cross_sheet	{'1C': 3}
pubdict-glycan-motif	620	O-GlcNAc	2B	1A_cross_sheet	{'2B': 2}
pubdict-glycan-motif	624	GQ1aa	1A	1A_cross_sheet	{'1A': 4}
pubdict-glycan-motif	632	Gal-CTH	1B	1A_cross_sheet	{'1B': 1, '2A': 1}
pubdict-glycan-motif	634	2,6-sialyl-Sulfo-LN (6-sialyl-6-sulfo LN)	1B	1A_cross_sheet	{'1B': 2}
pubdict-glycan-motif	636	Galactomannan	1C	1A_cross_sheet	{'1C': 2, '1A': 1}
pubdict-glycan-motif	638	Mono-fucosyl LN5	1B	1A_cross_sheet	{'1B': 3}
pubdict-glycan-motif	645	Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-3)GalNAc	2A	1A_cross_sheet	{'2A': 2}
pubdict-glycan-motif	646	Glucronoxylan	1C	1A_cross_sheet	{'1C': 2}
pubdict-glycan-motif	652	Sulfatide	1A	1A_cross_sheet	{'1A': 6}
pubdict-glycan-motif	653	Neu5Ac(a2-8)Neu5Gc(a2-3)Gal(b1-4)Glc	2A	1A_cross_sheet	{'2A': 2}
pubdict-glycan-motif	654	Poly-N-Glycolylneuraminic Acid	1B	1A_cross_sheet	{'1B': 1}
pubdict-glycan-motif	656	Sialopentaosylceramide	1A	1A_cross_sheet	{'1B': 1, '1A': 3}
pubdict-glycan-motif	670	Arabinogalactan Type I	1C	1A_cross_sheet	{'1C': 2}
pubdict-glycan-motif	672	GL-6 fucosylated (globoH)	1A	1A_cross_sheet	{'1A': 2}
pubdict-glycan-motif	673	GL-6 fucosylated	1A	1A_cross_sheet	{'1A': 2}
pubdict-glycan-motif	675	Ceramide dihexosyl sulfate	1B	1A_cross_sheet	{'1B': 3}
pubdict-glycan-motif	681	Galactosylgloboside	1A	1A_cross_sheet	{'1A': 2}
pubdict-glycan-motif	686	A antigen (type 3)	1A	1A_cross_sheet	{'1A': 2}
pubdict-glycan-motif	689	Sialyl 6-Sulfo LacNAc	1B	1A_cross_sheet	{'1B': 2}
pubdict-glyconavi-abbrev	2	alpha()2-6)sialyl lactotetraosylceramide	2A	1A_cross_sheet	{'2A': 1}
pubdict-glyconavi-abbrev	15	3'SLDN	1B	1A_cross_sheet	{'1B': 1}
pubdict-glyconavi-abbrev	63	Galabiose	3B	1A_cross_sheet	{'3B': 1}
pubdict-glyconavi-abbrev	64	Galili-tri	1A	1A_cross_sheet	{'1A': 1}
pubdict-glyconavi-abbrev	76	LN	1B	1A_cross_sheet	{'1B': 1}
pubdict-glyconavi-abbrev	80	Lac	3B	1A_cross_sheet	{'3B': 1}
pubdict-glyconavi-name	17	3'SLDN	1B	1A_cross_sheet	{'1B': 1}
pubdict-glyconavi-name	108	Galabiose	3B	1A_cross_sheet	{'3B': 1}
pubdict-glyconavi-name	113	Galili-tri	1A	1A_cross_sheet	{'1A': 1}
pubdict-glyconavi-name	140	Isomaltose	3B	1A_cross_sheet	{'3B': 1}
pubdict-glyconavi-name	142	Isopanose	3B	1A_cross_sheet	{'3B': 1}
pubdict-glyconavi-name	148	LN	1B	1A_cross_sheet	{'1B': 1}
pubdict-glyconavi-name	152	Lac	3B	1A_cross_sheet	{'3B': 1}
pubdict-glyconavi-name	178	Melibiose	3B	1A_cross_sheet	{'3B': 1}
pubdict-glyconavi-name	194	Panose	3B	1A_cross_sheet	{'3B': 1}
pubdict-glyconavi-name	200	Primeverose	3B	1A_cross_sheet	{'3B': 1}
pubdict-glyconavi-name	205	Raffinose	1C	1A_cross_sheet	{'1C': 1}
pubdict-glyconavi-name	215	STn	1A	1A_cross_sheet	{'1A': 1}
pubdict-glyconavi-name	225	Sulfatide	1A	1A_cross_sheet	{'1A': 6}
pubdict-glyconavi-name	226	TF	1A	1A_cross_sheet	{'1A': 1}
pubdict-glyconavi-name	245	3'SLDN	1B	1A_cross_sheet	{'1B': 1}
pubdict-glyconavi-name	336	Galabiose	3B	1A_cross_sheet	{'3B': 1}
pubdict-glyconavi-name	341	Galili-tri	1A	1A_cross_sheet	{'1A': 1}
pubdict-glyconavi-name	368	Isomaltose	3B	1A_cross_sheet	{'3B': 1}
pubdict-glyconavi-name	370	Isopanose	3B	1A_cross_sheet	{'3B': 1}
pubdict-glyconavi-name	376	LN	1B	1A_cross_sheet	{'1B': 1}
pubdict-glyconavi-name	380	Lac	3B	1A_cross_sheet	{'3B': 1}
pubdict-glyconavi-name	406	Melibiose	3B	1A_cross_sheet	{'3B': 1}
pubdict-glyconavi-name	422	Panose	3B	1A_cross_sheet	{'3B': 1}
pubdict-glyconavi-name	428	Primeverose	3B	1A_cross_sheet	{'3B': 1}
pubdict-glyconavi-name	433	Raffinose	1C	1A_cross_sheet	{'1C': 1}
pubdict-glycosmos	84	O-GlcNAc	2B	1A_cross_sheet	{'2B': 2}
pubdict-glycosmos	87	Poly-KDN	1B	1A_cross_sheet	{'1B': 1}
pubdict-glycosmos	133	6-Sulfo LacNAc	1B	1A_cross_sheet	{'1B': 2}
pubdict-glycosmos	134	Delta-Heparan Sulfate	1A	1A_cross_sheet	{'1A': 1}
pubdict-glycosmos	137	Acharan Sulfate	1A	1A_cross_sheet	{'1A': 1}
pubdict-glycosmos	138	Alpha-Galactosyl Epitope	1A	1A_cross_sheet	{'1A': 2}
pubdict-glycosmos	141	Galactose 3-O-Sulfate	3B	1A_cross_sheet	{'2A': 1, '3B': 1}
pubdict-glycosmos	143	Disialyl I	1A	1A_cross_sheet	{'1A': 1}
pubdict-glycosmos	151	F1 Alpha	1A	1A_cross_sheet	{'1A': 1}
pubdict-glycosmos	152	Bata Galactose	2A	1A_cross_sheet	{'2A': 1}
pubdict-glycosmos	158	Poly-N-Acetylneuraminic Acid	1B	1A_cross_sheet	{'1B': 1}
pubdict-glycosmos	165	Poly-N-Glycolylneuraminic Acid	1B	1A_cross_sheet	{'1B': 1}
pubdict-motifglytoucan	16	Neo Lactosamine	1B	1A_cross_sheet	{'1B': 1}
pubdict-motifglytoucan	41	Lewis D	1A	1A_cross_sheet	{'1A': 1}
pubdict-motifglytoucan	43	CAD	1A	1A_cross_sheet	{'1A': 1}
pubdict-motifglytoucan	45	SDA	1A	1A_cross_sheet	{'1A': 1}
pubdict-motifglytoucan	50	Lewis C	1A	1A_cross_sheet	{'1A': 2}
pubdict-motifglytoucan	65	N-Glycan core	1B	1A_cross_sheet	{'1B': 1}
pubdict-motifglytoucan	73	VIM	1A	1A_cross_sheet	{'1A': 1}
pubdictionaries-glycan-image	9	Fuc(a1-3)GalNAc(b1)	2A	1A_cross_sheet	{'2A': 2}
pubdictionaries-glycan-image	29	Gal(b1-3)GalNAc	2A	1A_cross_sheet	{'2A': 2}
pubdictionaries-glycan-image	30	Gal(b1-4)[Fuc(a1-3)]Glc(b1)	2A	1A_cross_sheet	{'2A': 3}
pubdictionaries-glycan-image	31	Gal-CTH	1B	1A_cross_sheet	{'1B': 1, '2A': 1}
pubdictionaries-glycan-image	32	GalNAc(b1-3)Gal(b1-4)GlcNAc	2A	1A_cross_sheet	{'2A': 2}
pubdictionaries-glycan-image	33	GalNAc(b1-4)Gal	2A	1A_cross_sheet	{'2A': 2}
pubdictionaries-glycan-image	34	GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1)	2A	1A_cross_sheet	{'2A': 2}
pubdictionaries-glycan-image	35	GalNAc(b1-4)[Neu5Gc(a2-3)]Gal(b1)	2A	1A_cross_sheet	{'2A': 2}
pubdictionaries-glycan-image	37	Galabiosylceramide	1A	1A_cross_sheet	{'1A': 2, '1B': 1}
pubdictionaries-glycan-image	38	Galactomannan	1C	1A_cross_sheet	{'1C': 2, '1A': 1}
pubdictionaries-glycan-image	40	Galactosylgloboside	1A	1A_cross_sheet	{'1A': 2}
pubdictionaries-glycan-image	44	Gg3	1A	1A_cross_sheet	{'1A': 1}
pubdictionaries-glycan-image	45	Gg4	1A	1A_cross_sheet	{'1A': 2}
pubdictionaries-glycan-image	46	Gg5	1A	1A_cross_sheet	{'1A': 1}
pubdictionaries-glycan-image	47	GlcNAc(b1-3)Gal	2A	1A_cross_sheet	{'2A': 2, '1A': 1}
pubdictionaries-glycan-image	48	GlcNAc(b1-3)Gal(b1-4)GlcNAc	1A	1A_cross_sheet	{'2A': 1, '1A': 1}
pubdictionaries-glycan-image	50	Glucomannan	1C	1A_cross_sheet	{'1C': 3}
pubdictionaries-glycan-image	51	Glucronoarabinoxylan	1C	1A_cross_sheet	{'1C': 2}
pubdictionaries-glycan-image	52	Glucronoxylan	1C	1A_cross_sheet	{'1C': 2}
pubdictionaries-glycan-image	55	KDN-Gal	2A	1A_cross_sheet	{'2A': 2}
pubdictionaries-glycan-image	57	LDN-F	1B	1A_cross_sheet	{'1B': 2}
pubdictionaries-glycan-image	59	LacNAc-Gal	1B	1A_cross_sheet	{'1B': 2}
pubdictionaries-glycan-image	62	Lactogangliotetraosylceramide	1A	1A_cross_sheet	{'1A': 2}
pubdictionaries-glycan-image	65	Lc3	1A	1A_cross_sheet	{'1A': 1}
pubdictionaries-glycan-image	66	Lc4	1A	1A_cross_sheet	{'1A': 1}
pubdictionaries-glycan-image	68	Neu5Ac(a2-3)Gal(b1)	2A	1A_cross_sheet	{'2A': 2}
pubdictionaries-glycan-image	69	Neu5Ac(a2-3)Gal(b1-3)GalNAc	2A	1A_cross_sheet	{'2A': 2}
pubdictionaries-glycan-image	70	Neu5Ac(a2-3)Gal(b1-4)Glc	2A	1A_cross_sheet	{'2A': 2}
pubdictionaries-glycan-image	71	Neu5Ac(a2-3)Gal(b1-4)GlcNAc	2A	1A_cross_sheet	{'2A': 2}
pubdictionaries-glycan-image	72	Neu5Ac(a2-6)Gal	2A	1A_cross_sheet	{'2A': 5}
pubdictionaries-glycan-image	73	Neu5Ac(a2-6)GalNAc	2A	1A_cross_sheet	{'2A': 3}
pubdictionaries-glycan-image	74	Neu5Ac(a2-8)Neu5Ac(a2-3)Gal	2A	1A_cross_sheet	{'2A': 2}
pubdictionaries-glycan-image	75	Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-3)GalNAc	2A	1A_cross_sheet	{'2A': 2}
pubdictionaries-glycan-image	76	Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc	2A	1A_cross_sheet	{'2A': 2}
pubdictionaries-glycan-image	77	Neu5Ac(a2-8)Neu5Gc(a2-3)Gal	2A	1A_cross_sheet	{'2A': 2}
pubdictionaries-glycan-image	78	Neu5Ac(a2-8)Neu5Gc(a2-3)Gal(b1-4)Glc	2A	1A_cross_sheet	{'2A': 2}
pubdictionaries-glycan-image	79	Neu5Gc(a2-3)Gal	2A	1A_cross_sheet	{'2A': 2}
pubdictionaries-glycan-image	80	Neu5Gc(a2-3)Gal(b1-4)Glc	2A	1A_cross_sheet	{'2A': 4}
pubdictionaries-glycan-image	81	Neu5Gc(a2-3)Gal(b1-4)GlcNAc	2A	1A_cross_sheet	{'2A': 2}
pubdictionaries-glycan-image	82	Neu5Gc(a2-8)Neu5Ac(a2-3)Gal	2A	1A_cross_sheet	{'2A': 2}
pubdictionaries-glycan-image	83	Neu5Gc(a2-8)Neu5Gc(a2-3)Gal	2A	1A_cross_sheet	{'2A': 4}
pubdictionaries-glycan-image	84	O-GlcNAc	2B	1A_cross_sheet	{'2B': 2}
pubdictionaries-glycan-image	87	Poly-KDN	1B	1A_cross_sheet	{'1B': 1}
pubdictionaries-glycan-image	88	SD1a	1A	1A_cross_sheet	{'1A': 2}
pubdictionaries-glycan-image	89	SM3	1A	1A_cross_sheet	{'1A': 2}
pubdictionaries-glycan-image	90	SM4s	1A	1A_cross_sheet	{'2A': 1, '1A': 1}
pubdictionaries-glycan-image	94	VIM-2	1A	1A_cross_sheet	{'1A': 8}
pubdictionaries-glycan-image	95	Xylogalacturonan	1C	1A_cross_sheet	{'1C': 4}
